first_name,last_name,full_name,department,university,country,leader
Saikat D,Chowdhury,"Saikat D, Chowdhury",Biol Sci,Indian Inst Sci Educ & Res Kolkata,India,"Oxana V, Galzitskaya"
Oxana V,Galzitskaya,"Oxana V, Galzitskaya",Inst Theoret & Expt Biophys,Russian Acad Sci,Russia,"Oxana V, Galzitskaya"
Shubhadeep,Roychoudhury,"Shubhadeep, Roychoudhury",Life Sci & Bioinformat,Assam Univ,India,"Shatabhisha, Roychoudhury"
Anandan,Das,"Anandan, Das",Life Sci & Bioinformat,Assam Univ,India,"Shatabhisha, Roychoudhury"
Pallav,Sengupta,"Pallav, Sengupta",Fac Med & Biomed Sci,MAHSA Univ,Malaysia,"Shatabhisha, Roychoudhury"
Sulagna,Dutta,"Sulagna, Dutta",Oral Biol & Biomed Sci,MAHSA Univ,Malaysia,"Shatabhisha, Roychoudhury"
Shatabhisha,Roychoudhury,"Shatabhisha, Roychoudhury",Microbiol,RG Kar Med Coll & Hosp,India,"Shatabhisha, Roychoudhury"
Shatabhisha,Roychoudhury,"Shatabhisha, Roychoudhury",Hlth Ctr,Assam Univ,India,"Shatabhisha, Roychoudhury"
Arun Paul,Choudhury,"Arun Paul, Choudhury",Obstet & Gynecol,Silchar Med Coll & Hosp,India,"Shatabhisha, Roychoudhury"
A B Fuzayel,Ahmed,"A B Fuzayel, Ahmed",Obstet & Gynecol,Silchar Med Coll & Hosp,India,"Shatabhisha, Roychoudhury"
Saumendra,Bhattacharjee,"Saumendra, Bhattacharjee",Pathol,Silchar Med Coll & Hosp,India,"Shatabhisha, Roychoudhury"
Petr,Slama,"Petr, Slama",Fac AgriSci,Mendel Univ Brno,Republic,"Shatabhisha, Roychoudhury"
Laurie E,Paarlberg,"Laurie E, Paarlberg",Lilly Family Sch Philanthropy,Indiana Univ Purdue Univ Indianapolis,USA,"Laurie E, Paarlberg"
Marlene,Walk,"Marlene, Walk",Paul H ONeill Sch Publ & Environm Affairs,Indiana Univ Purdue Univ Indianapolis,USA,"Laurie E, Paarlberg"
Jin,Ai,"Jin, Ai",Lilly Family Sch,Indiana Univ Purdue Univ Indianapolis,USA,"Laurie E, Paarlberg"
Yue,Ming,"Yue, Ming",Lilly Family Sch Philanthropy,Indiana Univ Purdue Univ Indianapolis,USA,"Laurie E, Paarlberg"
Megan,LePere Schloop,"Megan, LePere Schloop",Glenn Coll Publ Affairs,Ohio State Univ,USA,"Laurie E, Paarlberg"
Jyoti,Mishra,"Jyoti, Mishra",Math,Gyan Ganga Inst Technol & Sci,India,"Jyoti, Mishra"
Juhi,Chakraborty,"Juhi, Chakraborty",Text & Fibre Engn,Indian Inst Technol Delhi,India,"Sourabh, Ghosh"
Sourabh,Ghosh,"Sourabh, Ghosh",Text & Fibre Engn,Indian Inst Technol Delhi,India,"Sourabh, Ghosh"
Indranil,Banerjee,"Indranil, Banerjee",Biol Sci,Indian Inst Sci Educ & Res Mohali IISER Mohali,India,"Sourabh, Ghosh"
Raju,Vaishya,"Raju, Vaishya",New Delhi,Indraprastha Apollo Hosp Delhi,India,"Sourabh, Ghosh"
Selvaraj,Arokiyaraj,"Selvaraj, Arokiyaraj",Food Sci & Biotechnol,Sejong Univ,Korea,"Hakdong, Shin"
Hakdong,Shin,"Hakdong, Shin",Food Sci & Biotechnol,Sejong Univ,Korea,"Hakdong, Shin"
Antony,Stalin,"Antony, Stalin",Tradit Chinese Med,Zhejiang A&F Univ,China,"Hakdong, Shin"
Balakrishnan Senthamarai,Kannan,"Balakrishnan Senthamarai, Kannan",Chem,Tirunelveli Dakshina Mara Nadar Sangam TDMNS Coll,India,"Hakdong, Shin"
Alisha,Arora,"Alisha, Arora",Ranchi 834006,Cent Inst Psychiat,India,"Sitanshu Sekhar, Das"
Amrit Kumar,Jha,"Amrit Kumar, Jha",CM Coll,Lalit Narayan Mithila Univ,India,"Sitanshu Sekhar, Das"
Amrit Kumar,Jha,"Amrit Kumar, Jha",Kharagpur 721302,Indian Inst Technol Kharagpur,India,"Sitanshu Sekhar, Das"
Priya,Alat,"Priya, Alat",Kochi 682039,Rajagiri Business Sch,India,"Sitanshu Sekhar, Das"
Sitanshu Sekhar,Das,"Sitanshu Sekhar, Das",Kochi 682039,Rajagiri Business Sch,India,"Sitanshu Sekhar, Das"
Guru S,Gowda,"Guru S, Gowda",Psychiat,Natl Inst Mental Hlth & Neuro Sci NIMHANS,India,"Guru S, Gowda"
Nellai K,Chithra,"Nellai K, Chithra",Psychiat,Natl Inst Mental Hlth & Neuro Sci NIMHANS,India,"Guru S, Gowda"
Sydney,Moirangthem,"Sydney, Moirangthem",Psychiat,Natl Inst Mental Hlth & Neuro Sci NIMHANS,India,"Guru S, Gowda"
Channaveerachari Naveen,Kumar,"Channaveerachari Naveen, Kumar",Psychiat,Natl Inst Mental Hlth & Neuro Sci NIMHANS,India,"Guru S, Gowda"
Suresh Bada,Math,"Suresh Bada, Math",Psychiat,Natl Inst Mental Hlth & Neuro Sci NIMHANS,India,"Guru S, Gowda"
Anisa,Chowdhary,"Anisa, Chowdhary",New Delhi 110054,Inst Nucl Med & Allied Sci,India,"Shitiz, Sriwastava"
Roshan,Subedi,"Roshan, Subedi",POB 1524,Inst Med,Nepal,"Shitiz, Sriwastava"
Medha,Tandon,"Medha, Tandon",New Delhi 110029,Safdarjang Hosp,India,"Shitiz, Sriwastava"
Sijin,Wen,"Sijin, Wen",Biostat,West Virginia Univ,USA,"Shitiz, Sriwastava"
Jenil,Patel,"Jenil, Patel",Coll Publ Hlth,Univ Arkansas Med Sci,USA,"Shitiz, Sriwastava"
Saurabh,Kataria,"Saurabh, Kataria",Neurol,Univ Missouri Healthcare,USA,"Shitiz, Sriwastava"
Sarah,Peterson,"Sarah, Peterson",Sch Med,West Virginia Univ,USA,"Shitiz, Sriwastava"
Ronald,Gwinn,"Ronald, Gwinn",Sch Med,West Virginia Univ,USA,"Shitiz, Sriwastava"
Mahmoud,Elkhooly,"Mahmoud, Elkhooly",Neuropsychiat,Menia Univ,Egypt,"Shitiz, Sriwastava"
Apoorv,Prasad,"Apoorv, Prasad",Berkeley Med Ctr,West Virginia Univ,USA,"Shitiz, Sriwastava"
Lalit,Nirwan,"Lalit, Nirwan",Nagpur 440012,Meditrina Inst Med Sci,India,"Shitiz, Sriwastava"
Amelia,Adcock,"Amelia, Adcock",Rockefeller Neurosci Inst,West Virginia Univ,USA,"Shitiz, Sriwastava"
Shitiz,Sriwastava,"Shitiz, Sriwastava",Rockefeller Neurosci Inst,West Virginia Univ,USA,"Shitiz, Sriwastava"
Shitiz,Sriwastava,"Shitiz, Sriwastava",Neurol,Wayne State Univ,USA,"Shitiz, Sriwastava"
Khondoker Nazmoon,Nabi,"Khondoker Nazmoon, Nabi",Math,Bangladesh Univ Engn & Technol BUET,Bangladesh,"Khondoker Nazmoon, Nabi"
Hamadjam,Abboubakar,"Hamadjam, Abboubakar",Univ Inst Technol Ngaoundere,Univ Ngaoundere,Cameroon,"Khondoker Nazmoon, Nabi"
Pushpendra,Kumar,"Pushpendra, Kumar",Sch Basic & Appl Sci,Cent Univ Punjab,India,"Khondoker Nazmoon, Nabi"
Pooja,Vashistha,"Pooja, Vashistha",Biochem,Maulana Azad Med Coll & LN Hosp,India,"Bidhan Chandra, Koner"
Vijay Kumar,Singh,"Vijay Kumar, Singh",Biochem,Maulana Azad Med Coll & LN Hosp,India,"Bidhan Chandra, Koner"
Abhishek,Dubey,"Abhishek, Dubey",Biochem,Maulana Azad Med Coll & LN Hosp,India,"Bidhan Chandra, Koner"
Bidhan Chandra,Koner,"Bidhan Chandra, Koner",Biochem,Maulana Azad Med Coll & LN Hosp,India,"Bidhan Chandra, Koner"
Ajay Kumar,Gupta,"Ajay Kumar, Gupta",Orthopaed,Maulana Azad Med Coll & LN Hosp,India,"Bidhan Chandra, Koner"
Mona,Arya,"Mona, Arya",Anaesthesiol,Maulana Azad Med Coll & LN Hosp,India,"Bidhan Chandra, Koner"
Devendra,Singh,"Devendra, Singh",Pharmacol,All India Inst Med Sci,India,"K H, Reeta"
Himika,Wasan,"Himika, Wasan",Pharmacol,All India Inst Med Sci,India,"K H, Reeta"
K H,Reeta,"K H, Reeta",Pharmacol,All India Inst Med Sci,India,"K H, Reeta"
Deba Prasad,Dhibar,"Deba Prasad, Dhibar",Internal Med,PGIMER,India,"Deba Prasad, Dhibar"
Navneet,Arora,"Navneet, Arora",Internal Med,PGIMER,India,"Deba Prasad, Dhibar"
Arpit,Kakkar,"Arpit, Kakkar",Internal Med,PGIMER,India,"Deba Prasad, Dhibar"
Neeraj,Singla,"Neeraj, Singla",Internal Med,PGIMER,India,"Deba Prasad, Dhibar"
Ritin,Mohindra,"Ritin, Mohindra",Internal Med,PGIMER,India,"Deba Prasad, Dhibar"
Vikas,Suri,"Vikas, Suri",Internal Med,PGIMER,India,"Deba Prasad, Dhibar"
Ashish,Bhalla,"Ashish, Bhalla",Internal Med,PGIMER,India,"Deba Prasad, Dhibar"
Navneet,Sharma,"Navneet, Sharma",Internal Med,PGIMER,India,"Deba Prasad, Dhibar"
Mini P,Singh,"Mini P, Singh",Virol,PGIMER,India,"Deba Prasad, Dhibar"
Ajay,Prakash,"Ajay, Prakash",Pharmacol,PGIMER,India,"Deba Prasad, Dhibar"
Bikash,Medhi,"Bikash, Medhi",Pharmacol,PGIMER,India,"Deba Prasad, Dhibar"
P V M,Lakshmi,"P V M, Lakshmi",Community Med,PGIMER,India,"Deba Prasad, Dhibar"
P V M,Lakshmi,"P V M, Lakshmi",Sch Publ Hlth,PGIMER,India,"Deba Prasad, Dhibar"
Deba Prasad,Dhibar,"Deba Prasad, Dhibar",Internal Med,PGIMER,India,"Deba Prasad, Dhibar"
Mallesh,Kurakula,"Mallesh, Kurakula",Biomed Engn,Univ Memphis,USA,"Mallesh, Kurakula"
G S N Koteswara,Rao,"G S N Koteswara, Rao",Coll Pharm,Koneru Lakshmaiah Educ Fdn,India,"Mallesh, Kurakula"
Basavraj,Nagoba,"Basavraj, Nagoba",Coll Med,Maharashtra Inst Med Sci & Res,India,"Basavraj, Nagoba"
Ajay,Gavkare,"Ajay, Gavkare",Coll Med,Maharashtra Inst Med Sci & Res,India,"Basavraj, Nagoba"
Nawab,Jamadar,"Nawab, Jamadar",Coll Med,Maharashtra Inst Med Sci & Res,India,"Basavraj, Nagoba"
Sachin,Mumbre,"Sachin, Mumbre",Solapur,Ashwini Rural Med Coll,India,"Basavraj, Nagoba"
Sachin,Mumbre,"Sachin, Mumbre",Fac Med,Maharashtra Univ Hlth Sci,India,"Basavraj, Nagoba"
Sohan,Selkar,"Sohan, Selkar",Nagpur,Datta Meghe Coll Physiotherapy,India,"Basavraj, Nagoba"
Purushothaman,Indu,"Purushothaman, Indu",Presidency Coll Autonomous,Univ Madras,India,"Marimuthu Ragavan, Rameshkumar"
Narasingam,Arunagirinathan,"Narasingam, Arunagirinathan",Presidency Coll Autonomous,Univ Madras,India,"Marimuthu Ragavan, Rameshkumar"
Marimuthu Ragavan,Rameshkumar,"Marimuthu Ragavan, Rameshkumar",Lab Div,ICMR Natl Inst Epidemiol,India,"Marimuthu Ragavan, Rameshkumar"
Narasingam,Arunagirinathan,"Narasingam, Arunagirinathan",Cent Res Lab,Meenakshi Acad Higher Educ & Res Deemed Be Univ,India,"Marimuthu Ragavan, Rameshkumar"
Naif Abdullah,Al Dhabi,"Naif Abdullah, Al Dhabi",Bot & Microbiol,King Saud Univ,Arabia,"Marimuthu Ragavan, Rameshkumar"
Mariadhas Valan,Arasu,"Mariadhas Valan, Arasu",Bot & Microbiol,King Saud Univ,Arabia,"Marimuthu Ragavan, Rameshkumar"
Mariadhas Valan,Arasu,"Mariadhas Valan, Arasu",Xavier Res Fdn,St Xaviers Coll,India,"Marimuthu Ragavan, Rameshkumar"
Savarimuthu,Ignacimuthu,"Savarimuthu, Ignacimuthu",Xavier Res Fdn,St Xaviers Coll,India,"Marimuthu Ragavan, Rameshkumar"
Michael,Shterenshis,"Michael, Shterenshis",Sci Res,Alexander Muss Inst Israel Educ AMIIE,Israel,"Michael, Shterenshis"
AMHSI Res Team,AMHSI Res Team,"AMHSI Res Team, AMHSI Res Team",Sci Res,Alexander Muss Inst Israel Educ AMIIE,Israel,"Michael, Shterenshis"
Milken Res Team,Milken Res Team,"Milken Res Team, Milken Res Team",Sci Res,Milken Community High Sch,USA,"Michael, Shterenshis"
Yulia,Roitblat,"Yulia, Roitblat",Rishon Leziyyon,Matan Chen Manpower Nursing Ltd,Israel,"Michael, Shterenshis"
Jacob,Burger,"Jacob, Burger",Sci,Sharon High Sch,USA,"Michael, Shterenshis"
Aidan,Leit,"Aidan, Leit",Sci,Harley Sch,USA,"Michael, Shterenshis"
Liliia,Nehuliaieva,"Liliia, Nehuliaieva",Lvov,Andrei Krupynskyi Lviv Med Acad,Ukraine,"Michael, Shterenshis"
Gulrukh Sh,Umarova,"Gulrukh Sh, Umarova",Tashkent,Tashkent Med Acad,Uzbekistan,"Michael, Shterenshis"
Vitalii,Kaliberdenko,"Vitalii, Kaliberdenko",Internal Med 2,VI Vernadsky Crimean Fed Univ,Russia,"Michael, Shterenshis"
Shanmugaraj,Kulanthaivel,"Shanmugaraj, Kulanthaivel",Kavindapadi,Naarayani Multispecial Hosp,India,"Michael, Shterenshis"
Noa,Buchris,"Noa, Buchris",Child & Adolescent Dev,Calif State Univ Northridge,USA,"Michael, Shterenshis"
Dominique E,Martin,"Dominique E, Martin",Sch Med,Deakin Univ,Australia,"Dominique E, Martin"
Jordan A,Parsons,"Jordan A, Parsons",Bristol Med Sch,Univ Bristol,England,"Dominique E, Martin"
Fergus J,Caskey,"Fergus J, Caskey",Bristol Med Sch,Univ Bristol,England,"Dominique E, Martin"
Jordan A,Parsons,"Jordan A, Parsons",Inst Geschichte,Martin Luther Univ Halle Wittenberg,Germany,"Dominique E, Martin"
Jordan A,Parsons,"Jordan A, Parsons",Inst Eth Med,Martin Luther Univ Halle Wittenberg,Germany,"Dominique E, Martin"
Fergus J,Caskey,"Fergus J, Caskey",Southmead Hosp,North Bristol Natl Hlth Serv Trust,England,"Dominique E, Martin"
David C H,Harris,"David C H, Harris",Westmead Inst Med Res,Univ Sydney,Australia,"Dominique E, Martin"
Vivekanand,Jha,"Vivekanand, Jha",George Inst Global Hlth India,Univ New South Wales UNSW,India,"Dominique E, Martin"
Vivekanand,Jha,"Vivekanand, Jha",Sch Publ Hlth,Imperial Coll,England,"Dominique E, Martin"
Vivekanand,Jha,"Vivekanand, Jha",Manipal,Manipal Acad Higher Educ MAHE,India,"Dominique E, Martin"
Huma,Fatima,"Huma, Fatima",Psychiat,King Georges Med Univ,India,"Sujita Kumar, Kar"
Krittika,Sinha,"Krittika, Sinha",Psychiat,King Georges Med Univ,India,"Sujita Kumar, Kar"
Sujita Kumar,Kar,"Sujita Kumar, Kar",Psychiat,King Georges Med Univ,India,"Sujita Kumar, Kar"
Tosin Philip,Oyetunji,"Tosin Philip, Oyetunji",Fac Publ Hlth,Univ Ibadan,Nigeria,"Sujita Kumar, Kar"
Sudha,Mishra,"Sudha, Mishra",KGMU Coll Nursing,King Georges Med Univ,India,"Sujita Kumar, Kar"
Srinivasan,Srinivasan,"Srinivasan, Srinivasan",KGMU Coll Nursing,King Georges Med Univ,India,"Sujita Kumar, Kar"
Olorunyomi Felix,Olorunsogbon,"Olorunyomi Felix, Olorunsogbon",Coll Med,Univ Ibadan,Nigeria,"Sujita Kumar, Kar"
Oluwayemi Samson,Akande,"Oluwayemi Samson, Akande",Hlth Promot & Educ,Univ Ibadan,Nigeria,"Sujita Kumar, Kar"
Kanchan,Bahukhandi,"Kanchan, Bahukhandi",Sch Enineering,Univ Petr & Energy Studies,India,"Kanchan, Bahukhandi"
Shilpi,Agarwal,"Shilpi, Agarwal",Chem,Univ Petr & Energy Studies,India,"Kanchan, Bahukhandi"
Shailey,Singhal,"Shailey, Singhal",Chem,Univ Petr & Energy Studies,India,"Kanchan, Bahukhandi"
Pukar,Khanal,"Pukar, Khanal",KLE Coll Pharm Belagavi,KLE Acad Higher Educ & Res KAHER,India,"B M, Patil"
B M,Patil,"B M, Patil",KLE Coll Pharm Belagavi,KLE Acad Higher Educ & Res KAHER,India,"B M, Patil"
Rupesh,Chikhale,"Rupesh, Chikhale",Sch Pharm,Univ East Anglia,England,"B M, Patil"
Yadu Nandan,Dey,"Yadu Nandan, Dey",Sch Pharmaceut Technol,Adamas Univ,India,"B M, Patil"
Ismail,Pasha,"Ismail, Pasha",Orotta Coll Med & Hlth Sci,Asmara Univ,Eritrea,"B M, Patil"
Sharad,Chand,"Sharad, Chand",NGSM Inst Pharmaceut Sci,NITTE Deemed Be Univ,India,"B M, Patil"
Nilambari,Gurav,"Nilambari, Gurav",PESs Rajaram & Tarabai Bandekar Coll Pharm,Goa Univ,India,"B M, Patil"
Muniappan,Ayyanar,"Muniappan, Ayyanar",A Veeriya Vandayar Mem Sri Pushpam Coll Autonomou,Bharathidasan Univ,India,"B M, Patil"
Shailendra,Gurav,"Shailendra, Gurav",Goa Coll Pharm,Goa Univ,India,"B M, Patil"
Lekshmi,Narendrakumar,"Lekshmi, Narendrakumar",Pathogen Biol Grp,Rajiv Gandhi Ctr Biotechnol,India,"Sabu, Thomas"
Iype,Joseph,"Iype, Joseph",Pathogen Biol Grp,Rajiv Gandhi Ctr Biotechnol,India,"Sabu, Thomas"
Sabu,Thomas,"Sabu, Thomas",Pathogen Biol Grp,Rajiv Gandhi Ctr Biotechnol,India,"Sabu, Thomas"
Ritwick,Mondal,"Ritwick, Mondal",Bangur Inst Neurosci,SSKM Hosp,India,"Durjoy, Lahiri"
Upasana,Ganguly,"Upasana, Ganguly",Bangur Inst Neurosci,SSKM Hosp,India,"Durjoy, Lahiri"
Subhasish,Pramanik,"Subhasish, Pramanik",Bangur Inst Neurosci,SSKM Hosp,India,"Durjoy, Lahiri"
Deebya,Bandyopadhyay,"Deebya, Bandyopadhyay",Bangur Inst Neurosci,SSKM Hosp,India,"Durjoy, Lahiri"
Durjoy,Lahiri,"Durjoy, Lahiri",Bangur Inst Neurosci,SSKM Hosp,India,"Durjoy, Lahiri"
Shramana,Deb,"Shramana, Deb",SN Pradhan Ctr Neurosci,Univ Calcutta,India,"Durjoy, Lahiri"
Gourav,Shome,"Gourav, Shome",Microbiol,Univ Calcutta,India,"Durjoy, Lahiri"
Srinivasan,Kuppuswamy,"Srinivasan, Kuppuswamy",ECE,Sri Krishna Coll Technol,India,"Gopinath, Palai"
Kaliprasanna,Swain,"Kaliprasanna, Swain",Elect & Commun Engn,Gandhi Inst Technol Adv,India,"Gopinath, Palai"
Suryakanta,Nayak,"Suryakanta, Nayak",Elect & Commun Engn,Gandhi Inst Technol Adv,India,"Gopinath, Palai"
Gopinath,Palai,"Gopinath, Palai",Elect & Commun Engn,Gandhi Inst Technol Adv,India,"Gopinath, Palai"
"Neethi, V",Rao,"Neethi, V, Rao",PES Campus Pixel Pk,Azim Premji Univ,India,"Neethi, V, Rao"
Harini,Nagendra,"Harini, Nagendra",PES Campus Pixel Pk,Azim Premji Univ,India,"Neethi, V, Rao"
Tanusree,Chakraborty,"Tanusree, Chakraborty",Chennai,Rajalakshmi Sch Business,India,"Yogesh K, Dwivedi"
Anup,Kumar,"Anup, Kumar",Nagpur,Inst Management Technol Nagpur,India,"Yogesh K, Dwivedi"
Parijat,Upadhyay,"Parijat, Upadhyay",Nagpur,Inst Management Technol Nagpur,India,"Yogesh K, Dwivedi"
Yogesh K,Dwivedi,"Yogesh K, Dwivedi",Sch Business,Swansea Univ,Wales,"Yogesh K, Dwivedi"
Hariprasad,Puttaswamy,"Hariprasad, Puttaswamy",Ctr Rural Dev & Technol,Indian Inst Technol Delhi,India,"Hariprasad, Puttaswamy"
Hittanahallikoppal Gajendramurthy,Gowtham,"Hittanahallikoppal Gajendramurthy, Gowtham",Ctr Rural Dev & Technol,Indian Inst Technol Delhi,India,"Hariprasad, Puttaswamy"
Monu Dinesh,Ojha,"Monu Dinesh, Ojha",Ctr Rural Dev & Technol,Indian Inst Technol Delhi,India,"Hariprasad, Puttaswamy"
Ajay,Yadav,"Ajay, Yadav",Ctr Rural Dev & Technol,Indian Inst Technol Delhi,India,"Hariprasad, Puttaswamy"
Gourav,Choudhir,"Gourav, Choudhir",Ctr Rural Dev & Technol,Indian Inst Technol Delhi,India,"Hariprasad, Puttaswamy"
Vasantharaja,Raguraman,"Vasantharaja, Raguraman",Ctr Rural Dev & Technol,Indian Inst Technol Delhi,India,"Hariprasad, Puttaswamy"
Bhani,Kongkham,"Bhani, Kongkham",Ctr Rural Dev & Technol,Indian Inst Technol Delhi,India,"Hariprasad, Puttaswamy"
Koushalya,Selvaraju,"Koushalya, Selvaraju",Ctr Rural Dev & Technol,Indian Inst Technol Delhi,India,"Hariprasad, Puttaswamy"
Shazia,Shareef,"Shazia, Shareef",Ctr Rural Dev & Technol,Indian Inst Technol Delhi,India,"Hariprasad, Puttaswamy"
Priyanka,Gehlot,"Priyanka, Gehlot",Ctr Rural Dev & Technol,Indian Inst Technol Delhi,India,"Hariprasad, Puttaswamy"
Faiz,Ahamed,"Faiz, Ahamed",Ctr Rural Dev & Technol,Indian Inst Technol Delhi,India,"Hariprasad, Puttaswamy"
Leena,Chauhan,"Leena, Chauhan",Ctr Rural Dev & Technol,Indian Inst Technol Delhi,India,"Hariprasad, Puttaswamy"
Abbas,Al Mutair,"Abbas, Al Mutair",Res Ctr,Dr Sulaiman Al Habib Med Grp,Arabia,"Saad, Alhumaid"
Waad N,Alhuqbani,"Waad N, Alhuqbani",Res Ctr,Dr Sulaiman Al Habib Med Grp,Arabia,"Saad, Alhumaid"
Abdul Rehman Z,Zaidi,"Abdul Rehman Z, Zaidi",Res Ctr,Dr Sulaiman Al Habib Med Grp,Arabia,"Saad, Alhumaid"
Maha F,Al Subaie,"Maha F, Al Subaie",Res Ctr,Dr Sulaiman Al Habib Med Grp,Arabia,"Saad, Alhumaid"
Samer,Salih,"Samer, Salih",Res Ctr,Dr Sulaiman Al Habib Med Grp,Arabia,"Saad, Alhumaid"
Mogbil A,Alhedaithy,"Mogbil A, Alhedaithy",Res Ctr,Dr Sulaiman Al Habib Med Grp,Arabia,"Saad, Alhumaid"
Rayid,Abdulqawi,"Rayid, Abdulqawi",Res Ctr,Dr Sulaiman Al Habib Med Grp,Arabia,"Saad, Alhumaid"
Alaa F,Ismail,"Alaa F, Ismail",Res Ctr,Dr Sulaiman Al Habib Med Grp,Arabia,"Saad, Alhumaid"
Noura,Hamdan,"Noura, Hamdan",Res Ctr,Dr Sulaiman Al Habib Med Grp,Arabia,"Saad, Alhumaid"
Fares,Saad,"Fares, Saad",Res Ctr,Dr Sulaiman Al Habib Med Grp,Arabia,"Saad, Alhumaid"
Awad,Al Omari,"Awad, Al Omari",Res Ctr,Dr Sulaiman Al Habib Med Grp,Arabia,"Saad, Alhumaid"
Abbas,Al Mutair,"Abbas, Al Mutair",Wollongong,Univ Wollongong,Australia,"Saad, Alhumaid"
Rayid,Abdulqawi,"Rayid, Abdulqawi",Wollongong,Univ Wollongong,Australia,"Saad, Alhumaid"
Waad N,Alhuqbani,"Waad N, Alhuqbani",Coll Pharm,King Saud Univ,Arabia,"Saad, Alhumaid"
Alanoud M,AlHindi,"Alanoud M, AlHindi",Coll Pharm,King Saud Univ,Arabia,"Saad, Alhumaid"
Ahmed K,Abogosh,"Ahmed K, Abogosh",Coll Pharm,King Saud Univ,Arabia,"Saad, Alhumaid"
Aljwhara K,Alrasheed,"Aljwhara K, Alrasheed",Coll Pharm,King Saud Univ,Arabia,"Saad, Alhumaid"
Aya A,Alsharafi,"Aya A, Alsharafi",Coll Pharm,King Saud Univ,Arabia,"Saad, Alhumaid"
Mohammed N,Alhuqbani,"Mohammed N, Alhuqbani",Coll Pharm,King Saud Univ,Arabia,"Saad, Alhumaid"
Saad,Alhumaid,"Saad, Alhumaid",Adm Pharmaceut Care,Minist Hlth,Arabia,"Saad, Alhumaid"
Abdul Rehman Z,Zaidi,"Abdul Rehman Z, Zaidi",Coll Med,Alfaisal Univ,Arabia,"Saad, Alhumaid"
Maha F,Al Subaie,"Maha F, Al Subaie",Coll Med,Alfaisal Univ,Arabia,"Saad, Alhumaid"
Njoud A,Alhowar,"Njoud A, Alhowar",Coll Med,Alfaisal Univ,Arabia,"Saad, Alhumaid"
Awad,Al Omari,"Awad, Al Omari",Coll Med,Alfaisal Univ,Arabia,"Saad, Alhumaid"
Safug,Alkoraisi,"Safug, Alkoraisi",Crit Care,Al Hammadi Hosp,Arabia,"Saad, Alhumaid"
Jaffar A,Al Tawfiq,"Jaffar A, Al Tawfiq",Infect Dis Unit,Johns Hopkins Aramco Healthcare,Arabia,"Saad, Alhumaid"
Jaffar A,Al Tawfiq,"Jaffar A, Al Tawfiq",Med,Indiana Univ Sch Med,USA,"Saad, Alhumaid"
Jaffar A,Al Tawfiq,"Jaffar A, Al Tawfiq",Sch Med,Johns Hopkins Univ,USA,"Saad, Alhumaid"
Haifa,Al Shammari,"Haifa, Al Shammari",Histopathol,King Saud Med City,Arabia,"Saad, Alhumaid"
Fahad A,Olhaye,"Fahad A, Olhaye",Internal Med,Al Hammadi Hosp,Arabia,"Saad, Alhumaid"
Tarig A,Eltahir,"Tarig A, Eltahir",Internal Med,Al Hammadi Hosp,Arabia,"Saad, Alhumaid"
Ali A,Rabaan,"Ali A, Rabaan",Mol Diagnost Lab,Johns Hopkins Aramco Healthcare,Arabia,"Saad, Alhumaid"
Abha,Mishra,"Abha, Mishra",Indian Inst Technol,Banaras Hindu Univ,India,"Amit, Singh"
Upinder,Kaur,"Upinder, Kaur",Pharmacol,All India Inst Med Sci,India,"Amit, Singh"
Amit,Singh,"Amit, Singh",Inst Med Sci,Banaras Hindu Univ,India,"Amit, Singh"
Arif,Hussain,"Arif, Hussain",Cardiac Sci,King Abdul Aziz Med City,Arabia,"Arif, Hussain"
Arif,Hussain,"Arif, Hussain",Riyadh,King Abdullah Int Med Res Ctr,Arabia,"Arif, Hussain"
Gabriele,Via,"Gabriele, Via",Cardiac Anesthesia & Intens Care,Cardioctr Ticino,Switzerland,"Arif, Hussain"
Lawrence,Melniker,"Lawrence, Melniker",New York,New York Presbyterian Brooklyn Methodist Hosp,USA,"Arif, Hussain"
Alberto,Goffi,"Alberto, Goffi",Med,Univ Toronto,Canada,"Arif, Hussain"
Alberto,Goffi,"Alberto, Goffi",Inter Div Crit Care Med,Univ Toronto,Canada,"Arif, Hussain"
Guido,Tavazzi,"Guido, Tavazzi",Clin Surg Diagnost & Paediat Sci,Univ Pavia,Italy,"Arif, Hussain"
Guido,Tavazzi,"Guido, Tavazzi",Fdn Ist Ricovero & Cura Carattere Sci,Policlin San Matteo Fdn,Italy,"Arif, Hussain"
Luca,Neri,"Luca, Neri",Dammam,King Fahad Specialist Hosp Dammam,Arabia,"Arif, Hussain"
Tomas,Villen,"Tomas, Villen",Sch Med,Francisco Vitoria Univ,Spain,"Arif, Hussain"
Richard,Hoppmann,"Richard, Hoppmann",Sch Med,Univ South Carolina,USA,"Arif, Hussain"
Francesco,Mojoli,"Francesco, Mojoli",Fdn IRCCS Policlin San Matteo,Univ Pavia,Italy,"Arif, Hussain"
Vicki,Noble,"Vicki, Noble",Med Ctr,Univ Hosp Cleveland,USA,"Arif, Hussain"
Laurent,Zieleskiewicz,"Laurent, Zieleskiewicz",AP HM,Hop Nord Marseille,France,"Arif, Hussain"
Pablo,Blanco,"Pablo, Blanco",Teaching & Res,Hosp Dr Emilio Ferreyra,Argentina,"Arif, Hussain"
Irene W Y,Ma,"Irene W Y, Ma",Med,Univ Calgary,Canada,"Arif, Hussain"
