first_name,last_name,full_name,department,organization,country,leader,times_cited,team_id,position,api_name
Mohammad Ajmal,Ali,"Mohammad Ajmal, Ali",Coll Sci,King Saud Univ,Arabia,"Arun Bahadur, Gurung",1,2555,other,Mohammad
Joongku,Lee,"Joongku, Lee",Environm & Forest Resources,Chungnam Natl Univ,Korea,"Arun Bahadur, Gurung",1,2555,other,Joongku
Mohammad,Abul Farah,"Mohammad, Abul Farah",Coll Sci,King Saud Univ,Arabia,"Arun Bahadur, Gurung",1,2555,other,Mohammad
Khalid Mashay,Al Anazi,"Khalid Mashay, Al Anazi",Coll Sci,King Saud Univ,Arabia,"Arun Bahadur, Gurung",1,2555,last,Khalid
Soumya Nagashri,Manjunath,"Soumya Nagashri, Manjunath",800 East Broad St,Ohio Heart Grp,USA,"R Geetha, Balakrishna",1,2557,first,Soumya
Manmohan,Katapadi,"Manmohan, Katapadi",800 East Broad St,Ohio Heart Grp,USA,"R Geetha, Balakrishna",1,2557,other,Manmohan
M,Sakar,"M, Sakar",Ctr Nano & Mat Sci,Jain Univ,India,"R Geetha, Balakrishna",1,2557,other,Sakar
R Geetha,Balakrishna,"R Geetha, Balakrishna",Ctr Nano & Mat Sci,Jain Univ,India,"R Geetha, Balakrishna",1,2557,leader,Balakrishna
Manmohan,Katapadi,"Manmohan, Katapadi",Ohio Heart Grp,Ohio Univ,USA,"R Geetha, Balakrishna",1,2557,other,Manmohan
Manmohan,Katapadi,"Manmohan, Katapadi",800 East Broad St,Mt Carmel Hlth Syst,USA,"R Geetha, Balakrishna",1,2557,last,Manmohan
Zarir F,Udwadia,"Zarir F, Udwadia",Mumbai,Breach Candy Hosp,India,"Monika, Tandon",7,2559,first,Zarir
Pawan,Singh,"Pawan, Singh",Glenmark House,Glenmark Pharmaceut Ltd,India,"Monika, Tandon",7,2559,other,Pawan
Hanmant,Barkate,"Hanmant, Barkate",Glenmark House,Glenmark Pharmaceut Ltd,India,"Monika, Tandon",7,2559,other,Hanmant
Saiprasad,Patil,"Saiprasad, Patil",Glenmark House,Glenmark Pharmaceut Ltd,India,"Monika, Tandon",7,2559,other,Saiprasad
Shabbir,Rangwala,"Shabbir, Rangwala",Glenmark House,Glenmark Pharmaceut Ltd,India,"Monika, Tandon",7,2559,other,Shabbir
Amol,Pendse,"Amol, Pendse",Glenmark House,Glenmark Pharmaceut Ltd,India,"Monika, Tandon",7,2559,other,Amol
Jatin,Kadam,"Jatin, Kadam",Glenmark House,Glenmark Pharmaceut Ltd,India,"Monika, Tandon",7,2559,other,Jatin
Monika,Tandon,"Monika, Tandon",Glenmark House,Glenmark Pharmaceut Ltd,India,"Monika, Tandon",7,2559,leader,Monika
Wen,Wu,"Wen, Wu",Waterford,Glenmark Pharmaceut Ltd,England,"Monika, Tandon",7,2559,other,Wen
Cynthia F,Caracta,"Cynthia F, Caracta",Mahwah,Glenmark Pharmaceut Inc,USA,"Monika, Tandon",7,2559,last,Cynthia
Nora D,Al Dahmash,"Nora D, Al Dahmash",Coll Sci,King Saud Univ,Arabia,,0,2561,first,Nora
Mysoon M,Al Ansari,"Mysoon M, Al Ansari",Coll Sci,King Saud Univ,Arabia,,0,2561,other,Mysoon
Fatimah O,Al Otibi,"Fatimah O, Al Otibi",Coll Sci,King Saud Univ,Arabia,,0,2561,other,Fatimah
A J A Ranjith,Singh,"A J A Ranjith, Singh",Biotechnol,Prathyusha Engn Coll,India,,0,2561,last,Singh
Maheswari,Nagendran,"Maheswari, Nagendran",Ctr Res,Kamaraj Coll Engn & Technol,India,"Velayudhaperumal Chellam, Padmanaban",0,2562,first,Maheswari
Kavithakani,Annamalai,"Kavithakani, Annamalai",Ctr Res,Kamaraj Coll Engn & Technol,India,"Velayudhaperumal Chellam, Padmanaban",0,2562,other,Kavithakani
Muthu Iswarya Gandhi,Sethuraman,"Muthu Iswarya Gandhi, Sethuraman",Ctr Res,Kamaraj Coll Engn & Technol,India,"Velayudhaperumal Chellam, Padmanaban",0,2562,other,Muthu
Nirkayani,Balamurugan,"Nirkayani, Balamurugan",Ctr Res,Kamaraj Coll Engn & Technol,India,"Velayudhaperumal Chellam, Padmanaban",0,2562,other,Nirkayani
Harish Kumar,Rajendran,"Harish Kumar, Rajendran",Ctr Res,Kamaraj Coll Engn & Technol,India,"Velayudhaperumal Chellam, Padmanaban",0,2562,other,Harish
Mohammed Askkar Deen,Fakrudeen,"Mohammed Askkar Deen, Fakrudeen",Ctr Res,Kamaraj Coll Engn & Technol,India,"Velayudhaperumal Chellam, Padmanaban",0,2562,other,Mohammed
Ragavan,Chandrasekar,"Ragavan, Chandrasekar",Ctr Res,Kamaraj Coll Engn & Technol,India,"Velayudhaperumal Chellam, Padmanaban",0,2562,other,Ragavan
Velayudhaperumal Chellam,Padmanaban,"Velayudhaperumal Chellam, Padmanaban",Ctr Res,Kamaraj Coll Engn & Technol,India,"Velayudhaperumal Chellam, Padmanaban",0,2562,leader,Velayudhaperumal
Juliana,John,"Juliana, John",Civil Engn,Natl Inst Technol,India,"Velayudhaperumal Chellam, Padmanaban",0,2562,other,Juliana
Shivendu,Ranjan,"Shivendu, Ranjan",Fac Engn & Built Environm,Univ Johannesburg,Africa,"Velayudhaperumal Chellam, Padmanaban",0,2562,last,Shivendu
Raghaba,Sahu,"Raghaba, Sahu",Coll Pharm,Seoul Natl Univ,Korea,"Raghaba, Sahu",0,2564,"first, leader",Raghaba
Ranjan K,Mohapatra,"Ranjan K, Mohapatra",Chem,Govt Coll Engn,India,"Raghaba, Sahu",0,2564,other,Ranjan
Saud I,Al Resayes,"Saud I, Al Resayes",Chem,King Saud Univ,Arabia,"Raghaba, Sahu",0,2564,other,Saud
Mohammad,Azam,"Mohammad, Azam",Chem,King Saud Univ,Arabia,"Raghaba, Sahu",0,2564,other,Mohammad
Debadutta,Das,"Debadutta, Das",Chem,Sukanti Degree Coll,India,"Raghaba, Sahu",0,2564,other,Debadutta
Pankaj K,Parhi,"Pankaj K, Parhi",Chem,Fakir Mohan FM Univ,India,"Raghaba, Sahu",0,2564,other,Pankaj
Shakilur,Rahman,"Shakilur, Rahman",Biosci,Jamia Millia Islamia,India,"Raghaba, Sahu",0,2564,other,Shakilur
Lucia,Pintilie,"Lucia, Pintilie",Synth Bioact Subst & Pharmaceut Technol,Natl Inst Chem & Pharmaceut Res & Dev,Romania,"Raghaba, Sahu",0,2564,other,Lucia
Manjeet,Kumar,"Manjeet, Kumar",Chem,Cent Univ Haryana,India,"Raghaba, Sahu",0,2564,other,Manjeet
Azaj,Ansari,"Azaj, Ansari",Chem,Cent Univ Haryana,India,"Raghaba, Sahu",0,2564,last,Azaj
Vladislav Victorovich,Khrustalev,"Vladislav Victorovich, Khrustalev",Gen Chem,Belarusian State Med Univ,BELARUS,"Vladislav Victorovich, Khrustalev",1,2567,"first, leader",Vladislav
Victor Vitoldovich,Poboinev,"Victor Vitoldovich, Poboinev",Gen Chem,Belarusian State Med Univ,BELARUS,"Vladislav Victorovich, Khrustalev",1,2567,other,Victor
Rajanish,Giri,"Rajanish, Giri",Sch Basic Sci,Indian Inst Technol Mandi,India,"Vladislav Victorovich, Khrustalev",1,2567,other,Rajanish
Shivani Krishna,Kapuganti,"Shivani Krishna, Kapuganti",Sch Basic Sci,Indian Inst Technol Mandi,India,"Vladislav Victorovich, Khrustalev",1,2567,other,Shivani
Tatyana Aleksandrovna,Khrustaleva,"Tatyana Aleksandrovna, Khrustaleva",Inst Physiol,Natl Acad Sci Belarus,BELARUS,"Vladislav Victorovich, Khrustalev",1,2567,other,Tatyana
Aleksander Nicolaevich,Stojarov,"Aleksander Nicolaevich, Stojarov",Radiat Med & Ecol,Belarusian State Med Univ,BELARUS,"Vladislav Victorovich, Khrustalev",1,2567,last,Aleksander
Kuldeep,Dhama,"Kuldeep, Dhama",Div Pathol,ICAR Indian Vet Res Inst,India,"Jaideep, Dhama",6,2568,first,Kuldeep
Shailesh Kumar,Patel,"Shailesh Kumar, Patel",Div Pathol,ICAR Indian Vet Res Inst,India,"Jaideep, Dhama",6,2568,other,Shailesh
Rajendra,Singh,"Rajendra, Singh",Div Pathol,ICAR Indian Vet Res Inst,India,"Jaideep, Dhama",6,2568,other,Rajendra
Rakesh,Kumar,"Rakesh, Kumar",Dr GC Negi Coll Vet & Anim Sci,GSK Himachal Pradesh Agr Univ,India,"Jaideep, Dhama",6,2568,other,Rakesh
Jigyasa,Rana,"Jigyasa, Rana",Fac Vet & Anim Sci,Rajiv Gandhi South Campus Banaras Hindu Univ,India,"Jaideep, Dhama",6,2568,other,Jigyasa
Mohd Iqbal,Yatoo,"Mohd Iqbal, Yatoo",Fac Vet Sci & Anim Husb,Sher E Kashmir Univ Agr Sci & Technol Kashmir,India,"Jaideep, Dhama",6,2568,other,Mohd
Akshay,Kumar,"Akshay, Kumar",Cardiothorac Surg,Medanta Hosp,India,"Jaideep, Dhama",6,2568,other,Akshay
Ruchi,Tiwari,"Ruchi, Tiwari",Coll Vet Sci,Uttar Pradesh Pandit Deen Dayal Upadhyaya Pashu C,India,"Jaideep, Dhama",6,2568,other,Ruchi
Jaideep,Dhama,"Jaideep, Dhama",New Delhi,Tara Hosp,India,"Jaideep, Dhama",6,2568,leader,Jaideep
Senthilkumar,Natesan,"Senthilkumar, Natesan",Gandhinagar,Indian Inst Publ Hlth Gandhinagar,India,"Jaideep, Dhama",6,2568,other,Senthilkumar
Harapan,Harapan,"Harapan, Harapan",Sch Med,Univ Syiah Kuala,Indonesia,"Jaideep, Dhama",6,2568,other,Harapan
Harapan,Harapan,"Harapan, Harapan",Sch Med,Univ Syiah Kuala,Indonesia,"Jaideep, Dhama",6,2568,other,Harapan
Harapan,Harapan,"Harapan, Harapan",Sch Med,Univ Syiah Kuala,Indonesia,"Jaideep, Dhama",6,2568,last,Harapan
Sina,Salajegheh Tazerji,"Sina, Salajegheh Tazerji",Young Researchers & Elites Club Sci & Res Brancha,Islamic Azad Univ,Iran,,10,2575,first,Sina
Phelipe,Magalhaes Duarte,"Phelipe, Magalhaes Duarte",Fac Biol & Hlth Sci,Univ Cuiaba UNIC,Brazil,,10,2575,other,Phelipe
Sina,Salajegheh Tazerji,"Sina, Salajegheh Tazerji",Fac Vet Med,Islamic Azad Univ,Iran,,10,2575,other,Sina
Parastoo,Rahimi,"Parastoo, Rahimi",Fac Vet Med,Islamic Azad Univ,Iran,,10,2575,other,Parastoo
Mohammad Amin,Abedini,"Mohammad Amin, Abedini",Fac Vet Med,Islamic Azad Univ,Iran,,10,2575,other,Mohammad
Fatemeh,Shahabinejad,"Fatemeh, Shahabinejad",Kerman,Kerman Univ Med Sci,Iran,,10,2575,other,Fatemeh
Santosh,Dhakal,"Santosh, Dhakal",W Harry Feinstone  Mol Microbiol & Immunol,Johns Hopkins Bloomberg Sch Publ Hlth,USA,,10,2575,other,Santosh
Yashpal,Singh Malik,"Yashpal, Singh Malik",Div Biol Standardizat,ICAR Indian Vet Res Inst,India,,10,2575,other,Yashpal
Awad A,Shehata,"Awad A, Shehata",Res & Dev Sect,PerNaturam GmbH,Germany,,10,2575,other,Awad
Awad A,Shehata,"Awad A, Shehata",Fac Vet Med,Univ Sadat City,Egypt,,10,2575,other,Awad
Juan,Lama,"Juan, Lama",San Diego,RetroVirox Inc,USA,,10,2575,other,Juan
Jorn,Klein,"Jorn, Klein",Fac Hlth & Social Sci,Univ South Eastern Norway,Norway,,10,2575,other,Jorn
Muhammad,Safdar,"Muhammad, Safdar",Breeding & Genet,Cholistan Univ Vet & Anim Sci,Pakistan,,10,2575,other,Muhammad
Md Tanvir,Rahman,"Md Tanvir, Rahman",Fac Vet Sci,Bangladesh Agr Univ,Bangladesh,,10,2575,other,Md
Md Abdus,Sobur,"Md Abdus, Sobur",Fac Vet Sci,Bangladesh Agr Univ,Bangladesh,,10,2575,other,Md
Md Saiful,Islam,"Md Saiful, Islam",Fac Vet Sci,Bangladesh Agr Univ,Bangladesh,,10,2575,other,Md
Krzysztof J,Filipiak,"Krzysztof J, Filipiak",Cardiol,Med Univ Warsaw,Poland,,10,2575,other,Krzysztof
Alfonso J,Rodriguez Morales,"Alfonso J, Rodriguez Morales",Fac Med,Fdn Univ Autonoma Amer,Colombia,,10,2575,other,Alfonso
Farrokhreza,Kabir,"Farrokhreza, Kabir",Fac Specialized Vet Sci,Islamic Azad Univ,Iran,,10,2575,other,Farrokhreza
Alireza,Jahandideh,"Alireza, Jahandideh",Fac Specialized Vet Sci,Islamic Azad Univ,Iran,,10,2575,other,Alireza
Bita,Vazir,"Bita, Vazir",Fac Specialized Vet Sci,Islamic Azad Univ,Iran,,10,2575,other,Bita
Leonard,Mboera,"Leonard, Mboera",SACIDS Fdn One Hlth,Sokoine Univ Agr,Tanzania,,10,2575,other,Leonard
Marco,Caporale,"Marco, Caporale",Teramo,Ist Zooprofilatt Sperimentale Abruzzo & Molise G,Italy,,10,2575,other,Marco
John H,Amuasi,"John H, Amuasi",Global Hlth & Infect Dis Res Grp,Kumasi Collaborat Ctr Res Trop Med,Ghana,,10,2575,other,John
Rasha,Gharieb,"Rasha, Gharieb",Fac Vet Med,Zagazig Univ,Egypt,,10,2575,other,Rasha
Paola,Roncada,"Paola, Roncada",Hlth Sci,Magna Graecia Univ Catanzaro,Italy,,10,2575,other,Paola
Bruno,Tilocca,"Bruno, Tilocca",Hlth Sci,Magna Graecia Univ Catanzaro,Italy,,10,2575,other,Bruno
Sahar,Musaad,"Sahar, Musaad",POB 1016,Kanad Hosp,Emirates,,10,2575,other,Sahar
Mohammad Kazem,Koohi,"Mohammad Kazem, Koohi",Fac Vet Med,Univ Tehran,Iran,,10,2575,other,Mohammad
Ali,Taghipour,"Ali, Taghipour",Fac Vet Med,Islamic Azad Univ,Iran,,10,2575,other,Ali
Ahmet,Sait,"Ahmet, Sait",Virol,Minist Food & Forestry,Turkey,,10,2575,other,Ahmet
Kannan,Subbaram,"Kannan, Subbaram",Preparatory Biol,Al Ghad Int Coll Appl Med Sci,Arabia,,10,2575,other,Kannan
Pejman,Mortazavi,"Pejman, Mortazavi",Sci & Res Branch,Islamic Azad Univ,Iran,,10,2575,other,Pejman
David A,Hokey,"David A, Hokey",Rockville,Aeras,USA,,10,2575,other,David
Unarose,Hogan,"Unarose, Hogan",Tech Unit,Americares,England,,10,2575,other,Unarose
Mohamed N F,Shaheen,"Mohamed N F, Shaheen",Water Pollut Res,Natl Res Ctr,Egypt,,10,2575,other,Mohamed
Ahmed,Elaswad,"Ahmed, Elaswad",Fac Vet Med,Suez Canal Univ,Egypt,,10,2575,other,Ahmed
Mahmoud M,Elhaig,"Mahmoud M, Elhaig",Anim Med Infect Diss,Suez Canal Univ,Egypt,,10,2575,other,Mahmoud
Mohamed,Fawzy,"Mohamed, Fawzy",Fac Vet Med,Suez Canal Univ,Egypt,,10,2575,last,Mohamed
Tripti,Goel,"Tripti, Goel",Elect & Commun Engn,Natl Inst Technol Silchar,India,"R, Murugan",4,2579,first,Tripti
R,Murugan,"R, Murugan",Elect & Commun Engn,Natl Inst Technol Silchar,India,"R, Murugan",4,2579,leader,Murugan
Seyedali,Mirjalili,"Seyedali, Mirjalili",Ctr Artificial Intelligence Res & Optimisat,Torrens Univ Australia,Australia,"R, Murugan",4,2579,other,Seyedali
Deba Kumar,Chakrabartty,"Deba Kumar, Chakrabartty",Radiol,Silchar Med Coll & Hosp,India,"R, Murugan",4,2579,last,Deba
Narasimha M,Beeraka,"Narasimha M, Beeraka",Ctr Excellence Mol Biol & Regenerat Med CEMR,JSS AHER,India,"SubbaRao V, Madhunapantula",4,2585,first,Narasimha
SubbaRao V,Madhunapantula,"SubbaRao V, Madhunapantula",Ctr Excellence Mol Biol & Regenerat Med CEMR,JSS AHER,India,"SubbaRao V, Madhunapantula",4,2585,leader,SubbaRao
Surya P,Sadhu,"Surya P, Sadhu",AU Coll Pharmaceut Sci,Andhra Univ,India,"SubbaRao V, Madhunapantula",4,2585,other,Surya
Rajeswara,Rao Pragada,"Rajeswara, Rao Pragada",AU Coll Pharmaceut Sci,Andhra Univ,India,"SubbaRao V, Madhunapantula",4,2585,other,Rajeswara
SubbaRao V,Madhunapantula,"SubbaRao V, Madhunapantula",JSS Med Coll,JSS AHER,India,"SubbaRao V, Madhunapantula",4,2585,leader,SubbaRao
Andrey A,Svistunov,"Andrey A, Svistunov",IM Sechenov First Moscow State Med Univ,Sechenov Univ,Russia,"SubbaRao V, Madhunapantula",4,2585,other,Andrey
Vladimir N,Nikolenko,"Vladimir N, Nikolenko",IM Sechenov First Moscow State Med Univ,Sechenov Univ,Russia,"SubbaRao V, Madhunapantula",4,2585,other,Vladimir
Vladimir N,Nikolenko,"Vladimir N, Nikolenko",Normal & Topog Anat,Moscow MV Lomonosov State Univ,Russia,"SubbaRao V, Madhunapantula",4,2585,other,Vladimir
Liudmila M,Mikhaleva,"Liudmila M, Mikhaleva",Moscow,Human Morphol Res Inst,Russia,"SubbaRao V, Madhunapantula",4,2585,other,Liudmila
Gjumrakch,Aliev,"Gjumrakch, Aliev",Moscow,Human Morphol Res Inst,Russia,"SubbaRao V, Madhunapantula",4,2585,other,Gjumrakch
Gjumrakch,Aliev,"Gjumrakch, Aliev",Sechenov Univ,Sechenov First Moscow State Med Univ,Russia,"SubbaRao V, Madhunapantula",4,2585,other,Gjumrakch
Gjumrakch,Aliev,"Gjumrakch, Aliev",Inst Physiol Act Cpds,Russian Acad Sci,Russia,"SubbaRao V, Madhunapantula",4,2585,other,Gjumrakch
Gjumrakch,Aliev,"Gjumrakch, Aliev",San Antonio,GALLY Int Res Inst,USA,"SubbaRao V, Madhunapantula",4,2585,last,Gjumrakch
Manish,Tiwari,"Manish, Tiwari",Jawaharlal Nehru Univ Campus,Natl Inst Plant Genome Res,India,"Divya, Mishra",10,2590,first,Manish
Divya,Mishra,"Divya, Mishra",Plant Pathol,Kansas State Univ,USA,"Divya, Mishra",10,2590,"last, leader",Divya
Pushpendra Mani,Mishra,"Pushpendra Mani, Mishra",Sch Basic Sci,Indian Inst Technol Mandi,India,"Chayan K, Nandi",8,2592,first,Pushpendra
Chayan K,Nandi,"Chayan K, Nandi",Sch Basic Sci,Indian Inst Technol Mandi,India,"Chayan K, Nandi",8,2592,leader,Chayan
Pushpendra Mani,Mishra,"Pushpendra Mani, Mishra",BioX Ctr,Indian Inst Technol Mandi,India,"Chayan K, Nandi",8,2592,other,Pushpendra
Chayan K,Nandi,"Chayan K, Nandi",BioX Ctr,Indian Inst Technol Mandi,India,"Chayan K, Nandi",8,2592,leader,Chayan
Vladimir N,Uversky,"Vladimir N, Uversky",Morsani Coll Med,Univ S Florida,USA,"Chayan K, Nandi",8,2592,other,Vladimir
Vladimir N,Uversky,"Vladimir N, Uversky",Morsani Coll Med,Univ S Florida,USA,"Chayan K, Nandi",8,2592,other,Vladimir
Vladimir N,Uversky,"Vladimir N, Uversky",Inst Biol Instrumentat,Russian Acad Sci,Russia,"Chayan K, Nandi",8,2592,last,Vladimir
D,Singh,"D, Singh",Sch Hlth Sci,Univ Petr & Energy Studies,India,"N, Mahindroo",2,2596,first,Singh
J,Patra,"J, Patra",Sch Hlth Sci,Univ Petr & Energy Studies,India,"N, Mahindroo",2,2596,other,Patra
N,Mahindroo,"N, Mahindroo",Sch Hlth Sci,Univ Petr & Energy Studies,India,"N, Mahindroo",2,2596,leader,Mahindroo
K,Joshi,"K, Joshi",BJM Sch Biosci,Indian Inst Technol Madras,India,"N, Mahindroo",2,2596,other,Joshi
A,Samuel,"A, Samuel",Morphol Surg & Expt Med,Univ Ferrara,Italy,"N, Mahindroo",2,2596,last,Samuel
S,Saraswathi,"S, Saraswathi",Community Med,Bangalore Med Coll & Res Inst,India,"S, Saraswathi",0,2597,"first, leader",Saraswathi
A,Mukhopadhyay,"A, Mukhopadhyay",Community Med,Bangalore Med Coll & Res Inst,India,"S, Saraswathi",0,2597,other,Mukhopadhyay
T S,Ranganath,"T S, Ranganath",Community Med,Bangalore Med Coll & Res Inst,India,"S, Saraswathi",0,2597,other,Ranganath
H,Shah,"H, Shah",Detroit,Henry Ford Hlth Syst,USA,"S, Saraswathi",0,2597,last,Shah
R G,Babukarthik,"R G, Babukarthik",Comp Sci & Engn,Dayananda Sagar Univ,India,"G, Sambasivam",2,2598,first,Babukarthik
V Ananth Krishna,Adiga,"V Ananth Krishna, Adiga",Comp Sci & Engn,Dayananda Sagar Univ,India,"G, Sambasivam",2,2598,other,Adiga
G,Sambasivam,"G, Sambasivam",Fac Informat & Commun Technol,ISBAT Univ,Uganda,"G, Sambasivam",2,2598,leader,Sambasivam
D,Chandramohan,"D, Chandramohan",Comp Sci & Engn,Madanapalle Inst Technol & Sci,India,"G, Sambasivam",2,2598,other,Chandramohan
J,Amudhavel,"J, Amudhavel",Sch Comp Sci & Engn,VIT Bhopal Univ,India,"G, Sambasivam",2,2598,last,Amudhavel
Mainul,Haque,"Mainul, Haque",Fac Med & Def Hlth,Univ Pertahanan Nas Malaysia,Malaysia,"Mainul, Haque",4,2599,"first, leader",Mainul
Judy,McKimm,"Judy, McKimm",Sch Med,Swansea Univ,Wales,"Mainul, Haque",4,2599,other,Judy
Massimo,Sartelli,"Massimo, Sartelli",Gen & Emergency Surg,Macerata Hosp,Italy,"Mainul, Haque",4,2599,other,Massimo
Sameer,Dhingra,"Sameer, Dhingra",Fac Med Sci,Univ West Indies,Tobago,"Mainul, Haque",4,2599,other,Sameer
Francesco M,Labricciosa,"Francesco M, Labricciosa",Vila Nova De Gaia,Global Alliance Infect Surg,Portugal,"Mainul, Haque",4,2599,other,Francesco
Salequl,Islam,"Salequl, Islam",Microbiol,Jahangirnagar Univ,Bangladesh,"Mainul, Haque",4,2599,other,Salequl
Dilshad,Jahan,"Dilshad, Jahan",Hematol,Asgar Ali Hosp,Bangladesh,"Mainul, Haque",4,2599,other,Dilshad
Tanzina,Nusrat,"Tanzina, Nusrat",Microbiol,Chittagong Med Coll,Bangladesh,"Mainul, Haque",4,2599,other,Tanzina
Tajkera Sultana,Chowdhury,"Tajkera Sultana, Chowdhury",Urol,Shaheed Suhrawardy Med Coll Hosp,Bangladesh,"Mainul, Haque",4,2599,other,Tajkera
Federico,Coccolini,"Federico, Coccolini",Gen Emergency & Trauma Surg,Pisa Univ Hosp,Italy,"Mainul, Haque",4,2599,other,Federico
Katia,Iskandar,"Katia, Iskandar",Sch Pharm,Lebanese Univ,Lebanon,"Mainul, Haque",4,2599,other,Katia
Fausto,Catena,"Fausto, Catena",Emergency Surg,Parma Maggiore Hosp,Italy,"Mainul, Haque",4,2599,other,Fausto
Jaykaran,Charan,"Jaykaran, Charan",Pharmacol,All India Inst Med Sci,India,"Mainul, Haque",4,2599,last,Jaykaran
Lalit,Garg,"Lalit, Garg",Fac Informat Commun Technol ICT,Univ Malta,Malta,"Gaurav, Garg",10,2600,first,Lalit
Emeka,Chukwu,"Emeka, Chukwu",Fac Informat Commun Technol ICT,Univ Malta,Malta,"Gaurav, Garg",10,2600,other,Emeka
Nadil,Nasser,"Nadil, Nasser",Coll Engn,Alfaisal Univ,Arabia,"Gaurav, Garg",10,2600,other,Nadil
Chinmay,Chakraborty,"Chinmay, Chakraborty",Elect & Commun Engn,Birla Inst Technol Mesra,India,"Gaurav, Garg",10,2600,other,Chinmay
Gaurav,Garg,"Gaurav, Garg",Gwalior 474015,ABV Indian Inst Informat Technol & Management,India,"Gaurav, Garg",10,2600,"last, leader",Gaurav
Suraj,Arora,"Suraj, Arora",Coll Dent,King Khalid Univ,Arabia,"Priyanka, Saluja",4,2604,first,Suraj
Shahabe Abullais,Saquib,"Shahabe Abullais, Saquib",Coll Dent,King Khalid Univ,Arabia,"Priyanka, Saluja",4,2604,other,Shahabe
Nilofar,Attar,"Nilofar, Attar",Periodont,Govt Dent Coll & Hosp,India,"Priyanka, Saluja",4,2604,other,Nilofar
Sandeep,Pimpale,"Sandeep, Pimpale",Periodont,Nair Dent Coll & Hosp,India,"Priyanka, Saluja",4,2604,other,Sandeep
Khwaja Saifullah,Zafar,"Khwaja Saifullah, Zafar",Coll Appl Med Sci,King Khalid Univ,Arabia,"Priyanka, Saluja",4,2604,other,Khwaja
Priyanka,Saluja,"Priyanka, Saluja",Conservat Dent & Endodont,JCD Dent Coll Vidyapeeth,India,"Priyanka, Saluja",4,2604,leader,Priyanka
Anshad M,Abdulla,"Anshad M, Abdulla",Coll Dent,King Khalid Univ,Arabia,"Priyanka, Saluja",4,2604,other,Anshad
Shaheen,Shamsuddin,"Shaheen, Shamsuddin",Coll Dent,King Khalid Univ,Arabia,"Priyanka, Saluja",4,2604,last,Shaheen
Atul,Patel,"Atul, Patel",Morsani Coll Med,Univ S Florida,USA,"Mukesh, Patel",4,2611,first,Atul
Tea,Reljic,"Tea, Reljic",Morsani Coll Med,Univ S Florida,USA,"Mukesh, Patel",4,2611,other,Tea
Ambuj,Kumar,"Ambuj, Kumar",Morsani Coll Med,Univ S Florida,USA,"Mukesh, Patel",4,2611,other,Ambuj
Kinjal,Shah,"Kinjal, Shah",Infect Dis,Sterling Hosp,India,"Mukesh, Patel",4,2611,other,Kinjal
Mitkumar,Dharsandiya,"Mitkumar, Dharsandiya",Infect Dis,Sterling Hosp,India,"Mukesh, Patel",4,2611,other,Mitkumar
Ketan,Patel,"Ketan, Patel",Infect Dis,Sterling Hosp,India,"Mukesh, Patel",4,2611,other,Ketan
Tushar,Patel,"Tushar, Patel",Pulm & Crit Care Med,Sterling Hosp,India,"Mukesh, Patel",4,2611,other,Tushar
Mukesh,Patel,"Mukesh, Patel",Pulm & Crit Care Med,Sterling Hosp,India,"Mukesh, Patel",4,2611,"last, leader",Mukesh
A,Mazumder,"A, Mazumder",New Delhi,All India Inst Med Sci AIIMS,India,"H D, Shewade",1,2612,first,Mazumder
M,Arora,"M, Arora",New Delhi,All India Inst Med Sci AIIMS,India,"H D, Shewade",1,2612,other,Arora
M S,Sra,"M S, Sra",New Delhi,All India Inst Med Sci AIIMS,India,"H D, Shewade",1,2612,other,Sra
A,Gupta,"A, Gupta",New Delhi,All India Inst Med Sci AIIMS,India,"H D, Shewade",1,2612,other,Gupta
M,Gupta,"M, Gupta",New Delhi,All India Inst Med Sci AIIMS,India,"H D, Shewade",1,2612,other,Gupta
M,Agarwal,"M, Agarwal",New Delhi,All India Inst Med Sci AIIMS,India,"H D, Shewade",1,2612,other,Agarwal
A,Rao,"A, Rao",New Delhi,All India Inst Med Sci AIIMS,India,"H D, Shewade",1,2612,other,Rao
G G,Parameswaran,"G G, Parameswaran",New Delhi,All India Inst Med Sci AIIMS,India,"H D, Shewade",1,2612,other,Parameswaran
P,Behera,"P, Behera",Bhubaneswar,All India Inst Med Sci AIIMS,India,"H D, Shewade",1,2612,other,Behera
S S,Mohanta,"S S, Mohanta",Pune,Indian Inst Sci Educ & Res IISER,India,"H D, Shewade",1,2612,other,Mohanta
A,Lohiya,"A, Lohiya",Lucknow,Super Specialty Canc Inst & Hosp,India,"H D, Shewade",1,2612,other,Lohiya
H D,Shewade,"H D, Shewade",Paris,Int Union TB & Lung Dis Union,France,"H D, Shewade",1,2612,leader,Shewade
H D,Shewade,"H D, Shewade",New Delhi,Union South East Asia Off,India,"H D, Shewade",1,2612,"last, leader",Shewade
Osho,Gupta,"Osho, Gupta",Inst Engn & Technol,Chitkara Univ,India,"Aman, Singh",3,2613,first,Osho
Nitin,Goyal,"Nitin, Goyal",Inst Engn & Technol,Chitkara Univ,India,"Aman, Singh",3,2613,other,Nitin
Divya,Anand,"Divya, Anand",Comp Sci & Engn,Lovely Profess Univ,India,"Aman, Singh",3,2613,other,Divya
Aman,Singh,"Aman, Singh",Comp Sci & Engn,Lovely Profess Univ,India,"Aman, Singh",3,2613,leader,Aman
