first_name,last_name,full_name,department,organization,country,leader,times_cited,team_id,position,api_name
Indranil,Chakrabarti,"Indranil, Chakrabarti",Pathol,North Bengal Med Coll,India,"Chien Chin, Chen",5,229,other,Indranil
Deepali,Jain,"Deepali, Jain",Pathol,All India Inst Med Sci,India,"Chien Chin, Chen",5,229,other,Deepali
Zhiyan,Liu,"Zhiyan, Liu",Pathol,Shanghai Jiao Tong Univ Affiliated Peoples Hosp 6,China,"Chien Chin, Chen",5,229,other,Zhiyan
Shurong,He,"Shurong, He",Beijing Hosp,Chinese Acad Med Sci,China,"Chien Chin, Chen",5,229,other,Shurong
Sitti Fatimah,Hanum,"Sitti Fatimah, Hanum",Pathol,Perhimpunan Onkol Indonesia,Indonesia,"Chien Chin, Chen",5,229,other,Sitti
Ikmal,Bakrin,"Ikmal, Bakrin",Pathol,Univ Putra Malaysia,Malaysia,"Chien Chin, Chen",5,229,other,Ikmal
"Felipe, Jr",Templo,"Felipe, Jr, Templo",Div Lab Med,Philippine Heart Ctr,Philippines,"Chien Chin, Chen",5,229,other,"Felipe,"
Truong,Nguyen,"Truong, Nguyen",Pathol,Cho Ray Hosp,Vietnam,"Chien Chin, Chen",5,229,other,Truong
Priyanthi,Kumarasinghe,"Priyanthi, Kumarasinghe",Anat Pathol,PathWest,Australia,"Chien Chin, Chen",5,229,other,Priyanthi
Priyanthi,Kumarasinghe,"Priyanthi, Kumarasinghe",Sch Pathol & Lab Med,Univ Western Australia,Australia,"Chien Chin, Chen",5,229,other,Priyanthi
Chan Kwon,Jung,"Chan Kwon, Jung",Hosp Pathol,Catholic Univ Korea,Korea,"Chien Chin, Chen",5,229,other,Chan
Kennichi,Kakudo,"Kennichi, Kakudo",Pathol,Izumi City Gen Hosp,Japan,"Chien Chin, Chen",5,229,other,Kennichi
Kennichi,Kakudo,"Kennichi, Kakudo",Thyroid Dis Ctr,Izumi City Gen Hosp,Japan,"Chien Chin, Chen",5,229,other,Kennichi
Chien Chin,Chen,"Chien Chin, Chen",Ditmanson Med Fdn,Chia Yi Christian Hosp,Taiwan,"Chien Chin, Chen",5,229,leader,Chien
Chien Chin,Chen,"Chien Chin, Chen",Cosmet Sci,Chia Nan Univ Pharm & Sci,Taiwan,"Chien Chin, Chen",5,229,"last, leader",Chien
Tapan,Behl,"Tapan, Behl",Chitkara Coll Pharm,Chitkara Univ,India,"Tapan, Behl",19,230,"first, leader",Tapan
Ishnoor,Kaur,"Ishnoor, Kaur",Chitkara Coll Pharm,Chitkara Univ,India,"Tapan, Behl",19,230,other,Ishnoor
Arun,Kumar,"Arun, Kumar",Chitkara Coll Pharm,Chitkara Univ,India,"Tapan, Behl",19,230,other,Arun
Sandeep,Arora,"Sandeep, Arora",Chitkara Coll Pharm,Chitkara Univ,India,"Tapan, Behl",19,230,other,Sandeep
Simona,Bungau,"Simona, Bungau",Fac Med & Pharm,Univ Oradea,Romania,"Tapan, Behl",19,230,other,Simona
Md Sahab,Uddin,"Md Sahab, Uddin",Pharm,Southeast Univ,Bangladesh,"Tapan, Behl",19,230,other,Md
Md Sahab,Uddin,"Md Sahab, Uddin",Dhaka,Pharmakon Neurosci Res Network,Bangladesh,"Tapan, Behl",19,230,other,Md
Chanchal,Kumar,"Chanchal, Kumar",Vallabhbhai Patel Chest Inst,Univ Delhi,India,"Tapan, Behl",19,230,other,Chanchal
Kamal,Shrivastava,"Kamal, Shrivastava",Vallabhbhai Patel Chest Inst,Univ Delhi,India,"Tapan, Behl",19,230,other,Kamal
Giridhari,Pal,"Giridhari, Pal",Vallabhbhai Patel Chest Inst,Univ Delhi,India,"Tapan, Behl",19,230,other,Giridhari
Sahil,Sahil,"Sahil, Sahil",Comp Sci,Panjab Univ,India,"Tapan, Behl",19,230,other,Sahil
Gokhan,Zengin,"Gokhan, Zengin",Selcuklu,Selcuk Univ,Turkey,"Tapan, Behl",19,230,last,Gokhan
Shiv,Bharadwaj,"Shiv, Bharadwaj",Coll Life & Appl Sci,Yeungnam Univ,Korea,"Sang Gu, Kang",14,231,first,Shiv
Kyung Eun,Lee,"Kyung Eun, Lee",Coll Life & Appl Sci,Yeungnam Univ,Korea,"Sang Gu, Kang",14,231,other,Kyung
Sang Gu,Kang,"Sang Gu, Kang",Coll Life & Appl Sci,Yeungnam Univ,Korea,"Sang Gu, Kang",14,231,leader,Sang
Vivek Dhar,Dwivedi,"Vivek Dhar, Dwivedi",Ctr Bioinformat Computat & Syst Biol,Pathfinder Res & Training Fdn,India,"Sang Gu, Kang",14,231,last,Vivek
Abdollah,Jafarzadeh,"Abdollah, Jafarzadeh",Sch Med,Kerman Univ Med Sci,Iran,"Sara, Jafarzadeh",39,233,first,Abdollah
Abdollah,Jafarzadeh,"Abdollah, Jafarzadeh",Res Inst Basic Med Sci,Rafsanjan Univ Med Sci,Iran,"Sara, Jafarzadeh",39,233,other,Abdollah
Prashant,Chauhan,"Prashant, Chauhan",Pune 411007,Natl Ctr Cell Sci,India,"Sara, Jafarzadeh",39,233,other,Prashant
Bhaskar,Saha,"Bhaskar, Saha",Pune 411007,Natl Ctr Cell Sci,India,"Sara, Jafarzadeh",39,233,other,Bhaskar
Bhaskar,Saha,"Bhaskar, Saha",Bhubaneswar,Trident Acad Creat Technol,India,"Sara, Jafarzadeh",39,233,other,Bhaskar
Sara,Jafarzadeh,"Sara, Jafarzadeh",Sch Med,Kerman Univ Med Sci,Iran,"Sara, Jafarzadeh",39,233,leader,Sara
Maryam,Nemati,"Maryam, Nemati",Sch Med,Rafsanjan Univ Med Sci,Iran,"Sara, Jafarzadeh",39,233,other,Maryam
Maryam,Nemati,"Maryam, Nemati",Sch Para Med,Kerman Univ Med Sci,Iran,"Sara, Jafarzadeh",39,233,last,Maryam
Sumit,Jamwal,"Sumit, Jamwal",Yale Sch Med,Yale Univ,USA,"Puneet, Kumar",12,234,first,Sumit
John,Elsworth,"John, Elsworth",Yale Sch Med,Yale Univ,USA,"Puneet, Kumar",12,234,other,John
Akash,Gautam,"Akash, Gautam",Ctr Neural & Cognit Sci,Univ Hyderabad,India,"Puneet, Kumar",12,234,other,Akash
Mandeep,Kumar,"Mandeep, Kumar",Pharmacol & Toxicol,Univ Genoa,Italy,"Puneet, Kumar",12,234,other,Mandeep
Rakesh,Chawla,"Rakesh, Chawla",Univ Inst Pharmaceut Sci & Res,Baba Farid Univ Hlth Sci,India,"Puneet, Kumar",12,234,other,Rakesh
Puneet,Kumar,"Puneet, Kumar",Pharmacol,Cent Univ Punjab,India,"Puneet, Kumar",12,234,"last, leader",Puneet
Stavros,Gravas,"Stavros, Gravas",Sch Hlth Sci,Univ Thessaly,Greece,"Stavros, Gravas",5,236,"first, leader",Stavros
Georges,Fournier,"Georges, Fournier",Hop Cavale Blanche,Univ Brest,France,"Stavros, Gravas",5,236,other,Georges
Mototsugu,Oya,"Mototsugu, Oya",Sch Med,Keio Univ,Japan,"Stavros, Gravas",5,236,other,Mototsugu
Duncan,Summerton,"Duncan, Summerton",Urol,Univ Hosp Leicester NHS Trust,England,"Stavros, Gravas",5,236,other,Duncan
Roberto Mario,Scarpa,"Roberto Mario, Scarpa",Urol,Univ Campus Biomed,Italy,"Stavros, Gravas",5,236,other,Roberto
Piotr,Chlosta,"Piotr, Chlosta",Med Coll,Jagiellonian Univ,Poland,"Stavros, Gravas",5,236,other,Piotr
Ioannis,Gkialas,"Ioannis, Gkialas",Urol,Anticanc Hosp Athens Agios Savvas,Greece,"Stavros, Gravas",5,236,other,Ioannis
Li Ping,Xie,"Li Ping, Xie",Sch Med,Zhejiang Univ,China,"Stavros, Gravas",5,236,other,Li
Nur,Rasyid,"Nur, Rasyid",Cipto Mangunkusumo Gen Hosp,Univ Indonesia,Indonesia,"Stavros, Gravas",5,236,other,Nur
Damien,Bolton,"Damien, Bolton",Urol,Austin Hlth,Australia,"Stavros, Gravas",5,236,other,Damien
Reynaldo,Gomez,"Reynaldo, Gomez",Hosp Trabajador,Univ Andres Bello,Chile,"Stavros, Gravas",5,236,other,Reynaldo
Laurence,Klotz,"Laurence, Klotz",Div Urol,Sunnybrook Hlth Sci Ctr,Canada,"Stavros, Gravas",5,236,other,Laurence
Sanjay,Kulkarni,"Sanjay, Kulkarni",Pune,Kulkarni Reconstruct Urol Ctr,India,"Stavros, Gravas",5,236,other,Sanjay
Simon,Tanguay,"Simon, Tanguay",Div Urol,McGill Univ,Canada,"Stavros, Gravas",5,236,other,Simon
Jean,de la Rosette,"Jean, de la Rosette",Fac Med,Istanbul Medipol Univ,Turkey,"Stavros, Gravas",5,236,last,Jean
Manish,Kumar,"Manish, Kumar",Discipline Earth Sci,Indian Inst Technol Gandhinagar,India,"Manish, Kumar",5,245,"first, leader",Manish
Manish,Kumar,"Manish, Kumar",Kiran C Patel Ctr Sustainable Dev,Indian Inst Technol Gandhinagar,India,"Manish, Kumar",5,245,leader,Manish
Sanjeeb,Mohapatra,"Sanjeeb, Mohapatra",Environmnetal Sci & Engn,Indian Inst Technol,India,"Manish, Kumar",5,245,other,Sanjeeb
Payal,Mazumder,"Payal, Mazumder",Ctr Environm,Indian Inst Technol Guwahati,India,"Manish, Kumar",5,245,other,Payal
Ashwin,Singh,"Ashwin, Singh",Discipline Civil Engn,Indian Inst Technol Gandhinagar,India,"Manish, Kumar",5,245,other,Ashwin
Ryo,Honda,"Ryo, Honda",Inst Sci & Engn,Kanazawa Univ,Japan,"Manish, Kumar",5,245,other,Ryo
Chuxia,Lin,"Chuxia, Lin",Fac Sci Engn & Built Environm,Deakin Univ,Australia,"Manish, Kumar",5,245,other,Chuxia
Rina,Kumari,"Rina, Kumari",Sch Environm & Sustainable Dev,Cent Univ Gujarat,India,"Manish, Kumar",5,245,other,Rina
Ritusmita,Goswami,"Ritusmita, Goswami",Environm Sci,Assam Royal Global Univ,India,"Manish, Kumar",5,245,other,Ritusmita
Pawan Kumar,Jha,"Pawan Kumar, Jha",Ctr Environm Sci,Univ Allahabad,India,"Manish, Kumar",5,245,other,Pawan
Meththika,Vithanage,"Meththika, Vithanage",Fac Sci Appl,Univ Sri Jayewardenepura,Lanka,"Manish, Kumar",5,245,other,Meththika
Keisuke,Kuroda,"Keisuke, Kuroda",Environm & Civil Engn,Toyama Prefectural Univ,Japan,"Manish, Kumar",5,245,last,Keisuke
Li,Lu,"Li, Lu",Literary Theory,Beijing Normal Univ,China,"Xuefeng, Feng",0,247,first,Li
Li,Lu,"Li, Lu",Ctr Literary Theory,Beijing Normal Univ,China,"Xuefeng, Feng",0,247,other,Li
Srinivas,Lankala,"Srinivas, Lankala",Commun,English & Foreign Languages Univ,India,"Xuefeng, Feng",0,247,other,Srinivas
Yuan,Gong,"Yuan, Gong",Sch English & Media Studies,Massey Univ,Zealand,"Xuefeng, Feng",0,247,other,Yuan
Xuefeng,Feng,"Xuefeng, Feng",Inst Art Educ,Hangzhou Normal Univ,China,"Xuefeng, Feng",0,247,leader,Xuefeng
Briankle G,Chang,"Briankle G, Chang",Commun,Univ Massachusetts,USA,"Xuefeng, Feng",0,247,last,Briankle
Ritwik,Ghosh,"Ritwik, Ghosh",Gen Med,Burdwan Med Coll & Hosp,India,,8,249,first,Ritwik
Dipayan,Roy,"Dipayan, Roy",Biochem,AIIMS Jodhpur,India,,8,249,other,Dipayan
Samya,Sengupta,"Samya, Sengupta",Gen Med,Apollo Gleneagles Hosp,India,,8,249,other,Samya
Julian,Benito Leon,"Julian, Benito Leon",Neurol,Univ Hosp 12 Octubre,Spain,,8,249,other,Julian
Julian,Benito Leon,"Julian, Benito Leon",Madrid,Ctr Invest Biomed Red Enfermedades Neurodegenerat,Spain,,8,249,other,Julian
Julian,Benito Leon,"Julian, Benito Leon",Med,Univ Complutense Madrid,Spain,,8,249,last,Julian
Nishi,Suryavanshi,"Nishi, Suryavanshi",307,Lakshya Soc Publ Hlth Educ & Res,India,"Nishi, Suryavanshi",11,250,"first, leader",Nishi
Abhay,Kadam,"Abhay, Kadam",307,Lakshya Soc Publ Hlth Educ & Res,India,"Nishi, Suryavanshi",11,250,other,Abhay
Gauri,Dhumal,"Gauri, Dhumal",307,Lakshya Soc Publ Hlth Educ & Res,India,"Nishi, Suryavanshi",11,250,other,Gauri
Smita,Nimkar,"Smita, Nimkar",307,Lakshya Soc Publ Hlth Educ & Res,India,"Nishi, Suryavanshi",11,250,other,Smita
Nikhil,Gupte,"Nikhil, Gupte",307,Lakshya Soc Publ Hlth Educ & Res,India,"Nishi, Suryavanshi",11,250,other,Nikhil
Nishi,Suryavanshi,"Nishi, Suryavanshi",Ctr Clin Global Hlth Educ,Johns Hopkins Univ,India,"Nishi, Suryavanshi",11,250,leader,Nishi
Abhay,Kadam,"Abhay, Kadam",Ctr Clin Global Hlth Educ,Johns Hopkins Univ,India,"Nishi, Suryavanshi",11,250,other,Abhay
Gauri,Dhumal,"Gauri, Dhumal",Ctr Clin Global Hlth Educ,Johns Hopkins Univ,India,"Nishi, Suryavanshi",11,250,other,Gauri
Vidya,Mave,"Vidya, Mave",Sch Med,Johns Hopkins Univ,USA,"Nishi, Suryavanshi",11,250,other,Vidya
Amita,Gupta,"Amita, Gupta",Sch Med,Johns Hopkins Univ,USA,"Nishi, Suryavanshi",11,250,other,Amita
Samyra R,Cox,"Samyra R, Cox",Sch Med,Johns Hopkins Univ,USA,"Nishi, Suryavanshi",11,250,other,Samyra
Nikhil,Gupte,"Nikhil, Gupte",Sch Med,Johns Hopkins Univ,USA,"Nishi, Suryavanshi",11,250,last,Nikhil
Krishna Prasad,Vadrevu,"Krishna Prasad, Vadrevu",Marshall Space Flight Ctr,NASA,USA,"Krishna Prasad, Vadrevu",7,251,"first, leader",Krishna
Aditya,Eaturu,"Aditya, Eaturu",Huntsville,Univ Alabama,USA,"Krishna Prasad, Vadrevu",7,251,other,Aditya
Sumalika,Biswas,"Sumalika, Biswas",Front Royal,Smithsonian Conservat Biol Inst,USA,"Krishna Prasad, Vadrevu",7,251,other,Sumalika
Kristofer,Lasko,"Kristofer, Lasko",Alexandria,US Army Corps Engineers,USA,"Krishna Prasad, Vadrevu",7,251,other,Kristofer
Saroj,Sahu,"Saroj, Sahu",Bhubaneswar,Utkal Univ,India,"Krishna Prasad, Vadrevu",7,251,other,Saroj
J K,Garg,"J K, Garg",Sch Adv Studies,Tata Energy Res Inst TERI,India,"Krishna Prasad, Vadrevu",7,251,other,Garg
Chris,Justice,"Chris, Justice",College Pk,Univ Maryland,USA,"Krishna Prasad, Vadrevu",7,251,last,Chris
Sujit,Pujhari,"Sujit, Pujhari",Sch Med,Univ South Carolina,USA,"Sujit, Pujhari",6,255,"first, leader",Sujit
Sujit,Pujhari,"Sujit, Pujhari",Ctr Infect Dis Dynam,Penn State Univ,USA,"Sujit, Pujhari",6,255,leader,Sujit
Jason L,Rasgon,"Jason L, Rasgon",Ctr Infect Dis Dynam,Penn State Univ,USA,"Sujit, Pujhari",6,255,other,Jason
Sujit,Pujhari,"Sujit, Pujhari",Huck Inst Life Sci,Penn State Univ,USA,"Sujit, Pujhari",6,255,leader,Sujit
Jason L,Rasgon,"Jason L, Rasgon",Huck Inst Life Sci,Penn State Univ,USA,"Sujit, Pujhari",6,255,other,Jason
Sanjeeta,Paul,"Sanjeeta, Paul",Vet & Biomed Sci,Penn State Univ,USA,"Sujit, Pujhari",6,255,other,Sanjeeta
Jasmina,Ahluwalia,"Jasmina, Ahluwalia",Hematol,Postgrad Inst Med Educ & Res,India,"Sujit, Pujhari",6,255,last,Jasmina
Lennon Y C,Chang,"Lennon Y C, Chang",Sch Social Sci,Monash Univ,Australia,"Lennon Y C, Chang",1,256,"first, leader",Lennon
Souvik,Mukherjee,"Souvik, Mukherjee",Kolkata,CRSGPP,India,"Lennon Y C, Chang",1,256,last,Souvik
S D,Lam,"S D, Lam",Fac Sci & Technol,Univ Kebangsaan Malaysia,Malaysia,"C A, Orengo",12,257,first,Lam
S D,Lam,"S D, Lam",Inst Struct & Mol Biol,UCL,England,"C A, Orengo",12,257,other,Lam
N,Bordin,"N, Bordin",Inst Struct & Mol Biol,UCL,England,"C A, Orengo",12,257,other,Bordin
V P,Waman,"V P, Waman",Inst Struct & Mol Biol,UCL,England,"C A, Orengo",12,257,other,Waman
H M,Scholes,"H M, Scholes",Inst Struct & Mol Biol,UCL,England,"C A, Orengo",12,257,other,Scholes
P,Ashford,"P, Ashford",Inst Struct & Mol Biol,UCL,England,"C A, Orengo",12,257,other,Ashford
N,Sen,"N, Sen",Inst Struct & Mol Biol,UCL,England,"C A, Orengo",12,257,other,Sen
C,Rauer,"C, Rauer",Inst Struct & Mol Biol,UCL,England,"C A, Orengo",12,257,other,Rauer
N L,Dawson,"N L, Dawson",Inst Struct & Mol Biol,UCL,England,"C A, Orengo",12,257,other,Dawson
C S M,Pang,"C S M, Pang",Inst Struct & Mol Biol,UCL,England,"C A, Orengo",12,257,other,Pang
M,Abbasian,"M, Abbasian",Inst Struct & Mol Biol,UCL,England,"C A, Orengo",12,257,other,Abbasian
I,Sillitoe,"I, Sillitoe",Inst Struct & Mol Biol,UCL,England,"C A, Orengo",12,257,other,Sillitoe
J M,Santini,"J M, Santini",Inst Struct & Mol Biol,UCL,England,"C A, Orengo",12,257,other,Santini
C A,Orengo,"C A, Orengo",Inst Struct & Mol Biol,UCL,England,"C A, Orengo",12,257,leader,Orengo
N,Sen,"N, Sen",Pune 411008,Indian Inst Sci Educ & Res,India,"C A, Orengo",12,257,other,Sen
L,van Dorp,"L, van Dorp",UCL Genet Inst,UCL,England,"C A, Orengo",12,257,other,van
S J L,Edwards,"S J L, Edwards",Sci & Technol Studies,UCL,England,"C A, Orengo",12,257,other,Edwards
F,Fraternali,"F, Fraternali",Randall Div Cell & Mol Biophys,Kings Coll London,England,"C A, Orengo",12,257,other,Fraternali
J G,Lees,"J G, Lees",Fac Hlth & Life Sci,Oxford Brookes Univ,England,"C A, Orengo",12,257,last,Lees
A J,Venkatakrishnan,"A J, Venkatakrishnan",Cambridge,nference,USA,"Venky, Soundararajan",7,263,first,Venkatakrishnan
Nikhil,Kayal,"Nikhil, Kayal",Cambridge,nference,USA,"Venky, Soundararajan",7,263,other,Nikhil
Venky,Soundararajan,"Venky, Soundararajan",Cambridge,nference,USA,"Venky, Soundararajan",7,263,leader,Venky
Praveen,Anand,"Praveen, Anand",Bangalore,nference Labs,India,"Venky, Soundararajan",7,263,other,Praveen
Andrew D,Badley,"Andrew D, Badley",Infect Dis,Mayo Clin,USA,"Venky, Soundararajan",7,263,other,Andrew
George M,Church,"George M, Church",Genet,Harvard Med Sch,USA,"Venky, Soundararajan",7,263,last,George
Purva,Asrani,"Purva, Asrani",Div Biochem,Indian Agr Res Inst,India,"Sukhwinder Singh, Sohal",8,264,first,Purva
Mathew Suji,Eapen,"Mathew Suji, Eapen",Sch Hlth Sci,Univ Tasmania,Australia,"Sukhwinder Singh, Sohal",8,264,other,Mathew
Collin,Chia,"Collin, Chia",Sch Hlth Sci,Univ Tasmania,Australia,"Sukhwinder Singh, Sohal",8,264,other,Collin
Greg,Haug,"Greg, Haug",Sch Hlth Sci,Univ Tasmania,Australia,"Sukhwinder Singh, Sohal",8,264,other,Greg
Heinrich C,Weber,"Heinrich C, Weber",Sch Hlth Sci,Univ Tasmania,Australia,"Sukhwinder Singh, Sohal",8,264,other,Heinrich
Sukhwinder Singh,Sohal,"Sukhwinder Singh, Sohal",Sch Hlth Sci,Univ Tasmania,Australia,"Sukhwinder Singh, Sohal",8,264,leader,Sukhwinder
Collin,Chia,"Collin, Chia",Resp Med,Launceston Gen Hosp,Australia,"Sukhwinder Singh, Sohal",8,264,other,Collin
Greg,Haug,"Greg, Haug",Resp Med,Launceston Gen Hosp,Australia,"Sukhwinder Singh, Sohal",8,264,other,Greg
Heinrich C,Weber,"Heinrich C, Weber",Resp Med,North West Hosp,Australia,"Sukhwinder Singh, Sohal",8,264,other,Heinrich
Md Imtaiyaz,Hassan,"Md Imtaiyaz, Hassan",Ctr Interdisciplinary Res Basic Sci,Jamia Millia Islamia,India,"Sukhwinder Singh, Sohal",8,264,last,Md
Trishnika,Chakraborty,"Trishnika, Chakraborty",Conservat Dent & Endodont,Chaudhary Charan Singh Univ,India,"Gianrico, Spagnuolo",0,265,first,Trishnika
Trishnika,Chakraborty,"Trishnika, Chakraborty",Hlth Syst Management,Ben Gurion Univ Negev,Israel,"Gianrico, Spagnuolo",0,265,other,Trishnika
Rizwana Fathima,Jamal,"Rizwana Fathima, Jamal",Oral & Maxillofacial Surg,Chettinad Dent Coll & Res Inst,India,"Gianrico, Spagnuolo",0,265,other,Rizwana
Gopi,Battineni,"Gopi, Battineni",Telemed & Tele Pharm Ctr,Univ Camerino,Italy,"Gianrico, Spagnuolo",0,265,other,Gopi
Kavalipurapu Venkata,Teja,"Kavalipurapu Venkata, Teja",Saveetha Dent Coll & Hosp,Saveetha Univ,India,"Gianrico, Spagnuolo",0,265,other,Kavalipurapu
Carlos Miguel,Marto,"Carlos Miguel, Marto",Fac Med,Univ Coimbra,Portugal,"Gianrico, Spagnuolo",0,265,other,Carlos
Carlos Miguel,Marto,"Carlos Miguel, Marto",Coimbra Inst Clin & Biomed Res iCBR,Univ Coimbra,Portugal,"Gianrico, Spagnuolo",0,265,other,Carlos
Carlos Miguel,Marto,"Carlos Miguel, Marto",Ctr Innovat Biomed & Biotechnol CIBB,Univ Coimbra,Portugal,"Gianrico, Spagnuolo",0,265,other,Carlos
Carlos Miguel,Marto,"Carlos Miguel, Marto",P-3004531 Coimbra,Clin Acad Ctr Coimbra CACC,Portugal,"Gianrico, Spagnuolo",0,265,other,Carlos
Gianrico,Spagnuolo,"Gianrico, Spagnuolo",Neurosci Reprod & Odontostomatol Sci,Univ Naples Federico II,Italy,"Gianrico, Spagnuolo",0,265,leader,Gianrico
Gianrico,Spagnuolo,"Gianrico, Spagnuolo",Inst Dent,IM Sechenov First Moscow State Med Univ,Russia,"Gianrico, Spagnuolo",0,265,"last, leader",Gianrico
Susanta,Das,"Susanta, Das",Soil & Water Engn,Punjab Agr Univ,India,"Susanta, Das",0,266,"first, leader",Susanta
Samanpreet,Kaur,"Samanpreet, Kaur",Soil & Water Engn,Punjab Agr Univ,India,"Susanta, Das",0,266,other,Samanpreet
Antarpreet,Jutla,"Antarpreet, Jutla",Environm Engn Sci,Univ Florida,USA,"Susanta, Das",0,266,last,Antarpreet
Sijin,Wen,"Sijin, Wen",Biostat,West Virginia Univ,USA,"Shitiz, Sriwastava",0,267,first,Sijin
Kerri,Freeland,"Kerri, Freeland",Biostat,West Virginia Univ,USA,"Shitiz, Sriwastava",0,267,other,Kerri
Apoorv,Prasad,"Apoorv, Prasad",Neurol,West Virginia Univ,USA,"Shitiz, Sriwastava",0,267,other,Apoorv
Sanjiti,Podury,"Sanjiti, Podury",Med,Army Coll Med Sci,India,"Shitiz, Sriwastava",0,267,other,Sanjiti
Jenil,Patel,"Jenil, Patel",Epidemiol Human Genet & Environm Sci,Univ Texas Hlth Sci Ctr Houston UTHlth,USA,"Shitiz, Sriwastava",0,267,other,Jenil
Roshan,Subedi,"Roshan, Subedi",Res Sect,Nepal Hlth Res Council,Nepal,"Shitiz, Sriwastava",0,267,other,Roshan
Erum,Khan,"Erum, Khan",Med,BJ Med Coll & Civil Hosp,India,"Shitiz, Sriwastava",0,267,other,Erum
Medha,Tandon,"Medha, Tandon",Neurol,Univ Pittsburgh,USA,"Shitiz, Sriwastava",0,267,other,Medha
Saurabh,Kataria,"Saurabh, Kataria",Neurol,Louisiana State Univ,USA,"Shitiz, Sriwastava",0,267,other,Saurabh
Wesley,Kimble,"Wesley, Kimble",Morgantown,West Virginia Clin & Translat Sci Inst,USA,"Shitiz, Sriwastava",0,267,other,Wesley
Shitiz,Sriwastava,"Shitiz, Sriwastava",Morgantown,West Virginia Clin & Translat Sci Inst,USA,"Shitiz, Sriwastava",0,267,leader,Shitiz
Shitiz,Sriwastava,"Shitiz, Sriwastava",Neurol,West Virginia Univ,USA,"Shitiz, Sriwastava",0,267,"last, leader",Shitiz
Ali A,Rabaan,"Ali A, Rabaan",Mol Diagnost Lab,Johns Hopkins Aramco Healthcare,Arabia,"Mohammad Ali, Moni",0,268,first,Ali
Shamsah H,Al Ahmed,"Shamsah H, Al Ahmed",Specialty Paediat Med,Qatif Cent Hosp,Arabia,"Mohammad Ali, Moni",0,268,other,Shamsah
Javed,Muhammad,"Javed, Muhammad",Microbiol,Univ Haripur,Pakistan,"Mohammad Ali, Moni",0,268,other,Javed
Amjad,Khan,"Amjad, Khan",Publ Hlth Nutr,Univ Haripur,Pakistan,"Mohammad Ali, Moni",0,268,other,Amjad
Anupam A,Sule,"Anupam A, Sule",Informat & Outcomes,St Joseph Mercy Oakland,USA,"Mohammad Ali, Moni",0,268,other,Anupam
Raghavendra,Tirupathi,"Raghavendra, Tirupathi",Med Keystone Hlth,Penn State Univ,USA,"Mohammad Ali, Moni",0,268,other,Raghavendra
Raghavendra,Tirupathi,"Raghavendra, Tirupathi",Med,Wellspan Chambersburg & Waynesboro Pa Hosp,USA,"Mohammad Ali, Moni",0,268,other,Raghavendra
Abbas,Al Mutair,"Abbas, Al Mutair",Res Ctr,Almoosa Specialist Hosp,Arabia,"Mohammad Ali, Moni",0,268,other,Abbas
Abbas,Al Mutair,"Abbas, Al Mutair",Coll Nursing,Prince Nora Univ,Arabia,"Mohammad Ali, Moni",0,268,other,Abbas
Abbas,Al Mutair,"Abbas, Al Mutair",Sch Nursing,Wollongong Univ,Australia,"Mohammad Ali, Moni",0,268,other,Abbas
Saad,Alhumaid,"Saad, Alhumaid",Adm Pharmaceut Care,Minist Hlth,Arabia,"Mohammad Ali, Moni",0,268,other,Saad
Awad,Al Omari,"Awad, Al Omari",Coll Med,Alfaisal Univ,Arabia,"Mohammad Ali, Moni",0,268,other,Awad
Awad,Al Omari,"Awad, Al Omari",Crit Care & Infect Control,Dr Sulaiman Al Habib Med Grp,Arabia,"Mohammad Ali, Moni",0,268,other,Awad
Manish,Dhawan,"Manish, Dhawan",Microbiol,Punjab Agr Univ,India,"Mohammad Ali, Moni",0,268,other,Manish
Manish,Dhawan,"Manish, Dhawan",Manchester WA14 5PQ,Trafford Grp Coll,England,"Mohammad Ali, Moni",0,268,other,Manish
Ruchi,Tiwari,"Ruchi, Tiwari",Coll Vet Sci,Pandit DeenDayal Upadhyaya PashuChikitsa Vigyan V,India,"Mohammad Ali, Moni",0,268,other,Ruchi
Khan,Sharun,"Khan, Sharun",Div Surg,ICAR Indian Vet Res Inst,India,"Mohammad Ali, Moni",0,268,other,Khan
Ranjan K,Mohapatra,"Ranjan K, Mohapatra",Chem,Govt Coll Engn,India,"Mohammad Ali, Moni",0,268,other,Ranjan
Saikat,Mitra,"Saikat, Mitra",Fac Pharm,Univ Dhaka,Bangladesh,"Mohammad Ali, Moni",0,268,other,Saikat
Muhammad,Bilal,"Muhammad, Bilal",Sch Life Sci & Food Engn,Huaiyin Inst Technol,China,"Mohammad Ali, Moni",0,268,other,Muhammad
Salem A,Alyami,"Salem A, Alyami",Math & Stat,Imam Mohammad Ibn Saud Islamic Univ,Arabia,"Mohammad Ali, Moni",0,268,other,Salem
Talha,Bin Emran,"Talha, Bin Emran",Pharm,BGC Trust Univ Bangladesh,Bangladesh,"Mohammad Ali, Moni",0,268,other,Talha
Mohammad Ali,Moni,"Mohammad Ali, Moni",WHO Collaborating Ctr eHlth,UNSW Sydney,Australia,"Mohammad Ali, Moni",0,268,leader,Mohammad
Kuldeep,Dhama,"Kuldeep, Dhama",Div Pathol,ICAR Indian Vet Res Inst,India,"Mohammad Ali, Moni",0,268,last,Kuldeep
Ramya,Gupta,"Ramya, Gupta",New Delhi 110067,Natl Inst Plant Genome Res,India,"Gitanjali, Yadav",0,271,first,Ramya
