full_name,publication_year,team_id,gender
"Stjepan, Begusic",2016,993,male
"Harry Eugene, Stanley",2016,993,female
"Boris, Podobnik",2016,993,male
"Els, Weinans",2019,994,male
"J Jelle, Lever",2019,994,male
"Sebastian, Bathiany",2019,994,male
"Egbert H, van Nes",2019,994,male
"Marten, Scheffer",2019,994,male
"Ingrid A, van de Leemput",2019,994,female
"Jordi, Bascompte",2019,994,male
"Rick, Quax",2019,994,male
"E, Zio",2009,995,male
"Jacqueline, Brown",2021,996,female
"Dakota, Murray",2021,996,male
"Kyle, Furlong",2021,996,male
"Emily, Coco",2021,996,female
"Fabian, Dablander",2021,996,female
"Yining, Zeng",2020,997,male
"Rongxing, Duan",2020,997,female
"Shujuan, Huang",2020,997,male
"Tao, Feng",2020,997,male
"Sebastian, Hetzler",2010,998,male
"J R, Ipsen",2018,999,male
"P J, Forrester",2018,999,male
"Seokmin, Kang",2015,1000,male
"Barbara, Tversky",2015,1000,female
"John B, Black",2015,1000,male
