full_name,publication_year,team_id,gender,position
"M, Maly",2001,592,female,first
"R, Hrach",2001,592,female,other
"D, Novotny",2001,592,male,last
"Morteza, Soleimani",2021,593,male,first
"Felician, Campean",2021,593,male,other
"Daniel, Neagu",2021,593,female,last
"H, Tianfield",2003,594,unknown,first
"Chun, Wang",2008,595,female,first
"Hamada H, Ghenniwa",2008,595,male,other
"Weiming, Shen",2008,595,unknown,last
"Changqing, Cheng",2018,596,male,first
"L E, Melamed",2013,597,unknown,first
"A I, Tropkina",2013,597,unknown,last
"Zdenek, Beran",2013,598,unknown,first
"Sergej, Celikovsky",2013,598,male,last
"Pedro D, Manrique",2017,599,male,first
"Minzhang, Zheng",2017,599,male,other
"D Dylan Johnson, Restrepo",2017,599,female,other
"Neil F, Johnson",2017,599,male,other
"Pak Ming, Hui",2017,599,female,last
"JC, HELTON",1994,600,male,first
"Milan, Palus",2019,601,unknown,first
"C  Z, Gao",2017,602,male,first
"P M, Dinh",2017,602,male,other
"E, Suraud",2017,602,male,other
"P  G, Reinhard",2017,602,male,last
"V I, Keilis Borok",2010,603,male,first
"A A, Soloviev",2010,603,male,last
"Z, ZAHREDDINE",1995,604,male,first
"PE, Maslen",2005,605,female,first
"Marco, Bianucci",2017,606,male,first
"Y, Xiao",1997,607,male,first
"P, Milgram",1997,607,male,other
"DJ, Doyle",1997,607,unknown,last
"L, Gao",2006,608,male,first
"Y, Ding",2006,608,male,other
"H, Ying",2006,608,male,last
"Sarah A, Sheard",2018,609,male,first
"Changqing, Cheng",2015,610,male,first
"Hui, Yang",2015,610,male,other
"Akkarapol, Sa Ngasoongsong",2015,610,male,other
"Omer, Beyca",2015,610,male,other
"Trung Le, Trung Le",2015,610,male,other
"Zhenyu (James), Kong",2015,610,male,other
"Satish T S, Bukkapatnam",2015,610,male,last
"Maria Elena, Menconi",2021,611,male,first
"Ambra, Sipone",2021,611,male,other
"David, Grohmann",2021,611,male,last
"Luo Chao, Luo Chao",2014,612,male,first
"Wang Xingyuan, Wang Xingyuan",2014,612,male,last
"JM, Carlson",2000,613,male,first
"J, Doyle",2000,613,male,last
"RM, Yulmetyev",2004,614,male,first
"NA, Emelyanova",2004,614,female,other
"FM, Gafarov",2004,614,male,last
"Christine M, Anderson Cook",2007,615,male,first
"Todd, Graves",2007,615,male,other
"Michael, Hamada",2007,615,male,other
"Nicholas, Hengartner",2007,615,male,other
"Valen E, Johnson",2007,615,unknown,other
"C Shane, Reese",2007,615,male,other
"Alyson G, Wilson",2007,615,unknown,last
"Tim, Kittel",2017,616,male,first
"Jobst, Heitzig",2017,616,male,other
"Kevin, Webster",2017,616,unknown,other
"Juergen, Kurths",2017,616,male,last
"Hiba N, Kouser",2021,617,unknown,first
"Ruby, Barnard Mayers",2021,617,male,other
"Eleanor, Murray",2021,617,unknown,last
"Andrew, Pratley",2015,618,male,first
"Erik, van Voorthuysen",2015,618,male,other
"Ron, Chan",2015,618,male,last
"D O, Kharchenko",2014,619,unknown,first
"V O, Kharchenko",2014,619,unknown,other
"S V, Kokhan",2014,619,female,last
"Tomas, Perez Acle",2018,620,male,first
"Ignacio, Fuenzalida",2018,620,female,other
"Alberto J M, Martin",2018,620,male,other
"Rodrigo, Santibanez",2018,620,male,other
"Alejandro, Bernardin",2018,620,unknown,other
"Alvaro M, Bustos",2018,620,female,other
"Rodrigo, Avaria",2018,620,male,other
"Daniel, Garrido",2018,620,unknown,other
"Jonathan, Dushoff",2018,620,male,other
"James H, Liu",2018,620,unknown,last
"Zhenyuan, Zhao",2009,621,male,first
"Andy, Kirou",2009,621,male,other
"Blazej, Ruszczycki",2009,621,female,other
"Neil F, Johnson",2009,621,female,last
"Michael, Strevens",2005,622,male,first
"Koichi, Kobayashi",2014,623,male,first
"Kunihiko, Hiraishi",2014,623,male,last
"Qun, Zhang",2016,624,male,first
"Yi, Luo",2016,624,female,last
"Mitchell J, Polley",2006,625,unknown,first
"Frank R, Burden",2006,625,male,other
"David A, Winkler",2006,625,unknown,last
"Dan, Xiong",2014,626,male,first
"Han, Zhao",2014,626,unknown,other
"Y H, Chen",2014,626,unknown,last
"Sen, Pei",2020,627,male,first
"Jiannan, Wang",2020,627,male,other
"Flaviano, Morone",2020,627,male,other
"Hernan A, Makse",2020,627,female,last
"Manuel, Ortega Rodriguez",2018,628,male,first
"Sumedha, Basu",2019,629,unknown,first
"Timon, Wehnert",2019,629,male,other
"Kilian, Topp",2019,629,male,other
"Catherine S E, Bale",2019,629,male,last
"Tamas, Kalmar Nagy",2014,630,male,first
"Ilinca, Stanciulescu",2014,630,female,last
"Raffaella, Mulas",2021,631,male,first
"Ruben J, Sanchez Garcia",2021,631,male,other
"Ben D, MacArthur",2021,631,female,last
"Swaroop S, Vattam",2011,632,male,first
"Ashok K, Goel",2011,632,male,other
"Spencer, Rugaber",2011,632,female,other
"Cindy E, Hmelo Silver",2011,632,male,other
"Suparna, Sinha",2011,632,male,other
"Rebecca, Jordan",2011,632,male,other
"Steven, Gray",2011,632,unknown,last
"Lindsay, Beevers",2021,633,male,first
"Melissa, Bedinger",2021,633,male,other
"Kerri, McClymont",2021,633,female,other
"Annie, Visser Quinn",2021,633,male,last
"Dante Gama, Dessavre",2016,634,female,first
"Jose E, Ramirez Marquez",2016,634,male,other
"Kash, Barker",2016,634,unknown,last
"W, Findeisen",2000,635,unknown,first
"Stefan, Topolski",2009,636,female,first
"S, Randles",2002,637,male,first
"Luis A Nunes, Amaral",2007,638,female,first
"Brian, Uzzi",2007,638,male,last
"Yoshito, Hirata",2013,639,male,first
"Kazuyuki, Aihara",2013,639,male,last
"Yu, Guo",2019,640,male,first
"William H, Sulis",2016,641,unknown,first
"A, Lucny",2004,642,unknown,first
"Dan, Xu",2017,643,unknown,first
"Christian, Beck",2017,643,unknown,last
"R O, Dendy",2007,644,unknown,first
"S C, Chapman",2007,644,unknown,other
"M, Paczuski",2007,644,male,last
"R, Lutz",2001,645,male,first
"J, Marro",2002,646,male,first
"JM, Cortes",2002,646,female,other
"PI, Hurtado",2002,646,male,last
"Murilo S, Baptista",2008,647,unknown,first
"Lirio O B, de Almeida",2008,647,unknown,other
"Jan F W, Slaets",2008,647,male,other
"Roland, Koberle",2008,647,male,other
"Celso, Grebogi",2008,647,male,last
"P, Shukla",2002,648,male,first
"Anders, Jensen",2018,649,male,first
"Terje, Aven",2018,649,unknown,last
"Firas, Hamze",2013,650,male,first
"Ziyu, Wang",2013,650,unknown,other
"Nando, de Freitas",2013,650,male,last
"Jordan, Jalving",2019,651,unknown,first
"Yankai, Cao",2019,651,unknown,other
"Victor M, Zavala",2019,651,male,last
"K R, Lambert",2018,652,male,first
"Thomas J, Wheeler",2007,653,female,first
"Fatimah Abdul, Razak",2014,654,male,first
"Henrik Jeldtoft, Jensen",2014,654,male,last
"PS, Craig",2001,655,male,first
"M, Goldstein",2001,655,male,other
"JC, Rougier",2001,655,male,other
"AH, Seheult",2001,655,female,last
"JP, Parmantier",2004,656,unknown,first
"Sebastian, Grauwin",2012,657,unknown,first
"Guillaume, Beslon",2012,657,unknown,other
"Eric, Fleury",2012,657,unknown,other
"Sara, Franceschelli",2012,657,unknown,other
"Celine, Robardet",2012,657,unknown,other
"Pablo, Jensen",2012,657,unknown,other
"Jean Baptiste, Rouquier",2012,657,male,last
"MA, de Menezes",2004,658,unknown,first
"AL, Barabasi",2004,658,male,last
"C, SCHULZE",1991,659,male,first
"KH, HOFFMANN",1991,659,male,other
"P, SIBANI",1991,659,male,last
"Matthew G, McIntire",2016,660,male,first
"Christopher, Hoyle",2016,660,unknown,other
"Irem Y, Tumer",2016,660,unknown,other
"David C, Jensen",2016,660,male,last
"Jiang, Zhang",2009,661,male,first
"Jacek, Grela",2017,662,female,first
"A K, Belyaev",2015,663,unknown,first
"MS, Guo",2001,664,female,first
"JH, Li",2001,664,male,last
"Shaobin, Huang",2016,665,male,first
"Ya, Li",2016,665,male,other
"Yanmei, Li",2016,665,unknown,other
"Dapeng, Lang",2016,665,male,other
"Ronghua, Chi",2016,665,unknown,last
"Haidong, Gu",2022,666,unknown,first
"Chun An, Chou",2022,666,male,last
"Zehui, Li",2007,667,male,first
"Peng, Zhao",2007,667,male,last
"P, Shukla",1999,668,male,first
"Qingchun, Li",2021,669,unknown,first
"Natalie, Coleman",2021,669,unknown,other
"Ali, Mostafavi",2021,669,unknown,other
"Zhiyuan, Tang",2021,669,male,last
"S, Fumeron",2006,670,male,first
"Xinghua, Liu",2018,671,male,first
"Guoqi, Ma",2018,671,unknown,other
"Hongsheng, Xi",2018,671,unknown,last
"YP, Gunji",1997,672,unknown,first
"S, Toyoda",1997,672,male,last
"J D, Watson",2016,673,male,first
"J D, Allen",2016,673,male,other
"C A, Mattson",2016,673,male,last
"E, Niewiadomska Szynkiewicz",2003,674,male,first
"M, Zmuda",2003,674,male,last
"Kristan, Cockerill",2009,675,unknown,first
"Lacy, Daniel",2009,675,female,other
"Leonard, Malczynski",2009,675,unknown,other
"Vincent, Tidwell",2009,675,female,last
"Jingyi, Wang",2021,676,male,first
"Shengchao, Qin",2021,676,male,other
"Jun, Sun",2021,676,male,other
"Cyrille, Jegourel",2021,676,male,last
"Yanto, Chandra",2017,677,male,first
"Ian F, Wilkinson",2017,677,male,last
"N M, Kortsenshtein",2019,678,male,first
"Jacques, Gignoux",2017,679,male,first
"Eric, Lateltin",2017,679,unknown,other
"Guillaume, Cherel",2017,679,unknown,other
"Ian D, Davies",2017,679,male,other
"Shayne R, Flint",2017,679,male,last
"Miguel R, Guevara",2016,680,male,first
"Dominik, Hartmann",2016,680,unknown,other
"Marcelo, Mendoza",2016,680,male,last
"D J, Andrews",2012,681,male,first
"Mahmoud, Efatmaneshnik",2010,682,male,first
"VA, Avetisov",2003,683,male,first
"AK, Bikulov",2003,683,male,other
"V, Al Osipov",2003,683,female,last
"Anthony J, Webster",2019,684,female,first
"Donato, D'Ambrosio",2018,685,male,first
"Alessio, De Rango",2018,685,female,other
"William, Spataro",2018,685,male,other
"Rocco, Rongo",2018,685,male,other
"Marco, Oliverio",2018,685,male,other
"Davide, Spataro",2018,685,unknown,other
"Giuseppe, Mendicino",2018,685,male,other
"Alfonso, Senatore",2018,685,male,last
"Matthew, Fisher",2016,686,male,first
"Danijela, Milos",2016,686,female,other
"Frances, Baum",2016,686,unknown,other
"Sharon, Friel",2016,686,male,last
"Xingyuan, Wang",2013,687,unknown,first
"Chao, Luo",2013,687,unknown,last
"David N, Fisher",2020,688,unknown,first
"Jonathan N, Pruitt",2020,688,male,last
"KA, Richardson",2002,689,unknown,first
"WS, Hwang",2002,690,male,first
"DH, Lee",2002,690,male,last
"Arseni, Goussev",2016,691,unknown,first
"Rodolfo A, Jalabert",2016,691,unknown,other
"Horacio M, Pastawski",2016,691,female,other
"Diego A, Wisniacki",2016,691,male,last
"Xiaolong, Xu",2019,692,male,first
"Yuan, Xue",2019,692,unknown,other
"Mengmeng, Cui",2019,692,male,other
"Yuan, Yuan",2019,692,female,other
"Lianyong, Qi",2019,692,male,last
"Eric J, Chaisson",2015,693,male,first
"Radu Crisan, Dabija",2017,694,unknown,first
"Andrei, Zala",2017,694,male,other
"Eugen, Hnatiuc",2017,694,male,other
"Andrei, Agop",2017,694,male,other
"Ion, Palamarciuc",2017,694,male,other
"Elena, Puiu",2017,694,male,other
"Dorin, Vaideanu",2017,694,female,other
"Gabriela, Jimborean",2017,694,female,other
"Florin, Nedeff",2017,694,male,other
"Mihaela Viviana, Ivan",2017,694,male,last
"R, Lesh",2006,695,male,first
"Elizabeth, McGill",2020,696,male,first
"Vanessa, Er",2020,696,female,other
"Dalya, Marks",2020,696,male,other
"Mark, Petticrew",2020,696,male,other
"Matt, Egan",2020,696,male,other
"Tarra, Penney",2020,696,male,last
"C, Bianca",2014,697,male,first
"M, Ferrara",2014,697,unknown,other
"L, Guerrini",2014,697,unknown,last
"JM, YANG",1993,698,male,first
"Ekrem, Aydiner",2007,699,male,first
"J, Weber",2000,700,male,first
"Freek Oude, Maatman",2021,701,male,first
"Merlijn, Olthof",2021,701,male,other
"Fred, Hasselman",2021,701,unknown,last
"N, Bellomo",2010,702,male,first
"C, Bianca",2010,702,unknown,other
"M S, Mongiovi",2010,702,male,last
"Sara, Meerow",2015,703,unknown,first
"Joshua P, Newell",2015,703,male,last
"John T, Scheele",2018,704,male,first
"Paul R, Ohmann",2018,704,male,other
"Adam S, Green",2018,704,female,last
"George H, Baker",2006,705,male,first
"Richard G, Little",2006,705,female,last
"Alejandro, Barragan Ocana",2012,706,female,first
"Alvaro, Quijano Solis",2012,706,female,other
"Guadalupe, Vega Diaz",2012,706,female,other
"Benito, Sanchez Lara",2012,706,female,last
"XL, Hu",2005,707,female,first
"BP, Zeigler",2005,707,male,other
"S, Mittal",2005,707,unknown,last
"Nick S, Jones",2008,708,male,first
"Martha M, Munoz",2019,709,male,first
"J A, Tenreiro Machado",2015,710,unknown,first
"Antonio M, Lopes",2015,710,female,last
"L, Thevenon",2000,711,female,first
"JM, Flaus",2000,711,female,last
"G, Dal Poggetto",2016,712,male,first
"L, Castanar",2016,712,female,other
"G A, Morris",2016,712,female,other
"M, Nilsson",2016,712,female,last
"Hui, Li",2017,713,unknown,first
"Yongsui, Wen",2017,713,unknown,other
"Wenjie, Sun",2017,713,female,last
"Joachim P, Sturmberg",2012,714,male,first
"Carmel M, Martin",2012,714,female,last
"A Terry, Bahill",2008,715,female,first
"Rick, Botta",2008,715,female,last
"Ireneusz, Jablonski",2017,716,male,first
"Kaspar, Schindler",2018,717,unknown,first
"Aleix, Bassolas",2021,718,unknown,first
"Vincenzo, Nicosia",2021,718,female,last
"J, TAILLET",1991,719,male,first
"AS, Rodionov",2001,720,male,first
"H, Choo",2001,720,male,other
"HY, Youn",2001,720,female,other
"TM, Chung",2001,720,female,other
"K, Park",2001,720,unknown,last
"Christian, Berggren",2008,721,male,first
"Jack, Jarkvik",2008,721,unknown,other
"Jonas, Soderlund",2008,721,female,last
"KL, Bellman",2000,722,female,first
"C, Landauer",2000,722,female,last
"Mark D, Griffiths",2008,723,female,first
"Baoliang, Liu",2020,724,female,first
"Zhiqiang, Zhang",2020,724,male,other
"Yanqing, Wen",2020,724,female,other
"Shugui, Kang",2020,724,male,other
"Yanxin, Guo",2020,724,unknown,other
"Qingan, Qiu",2020,724,unknown,last
"Armen Der, Kiureghian",2008,725,female,first
"Junho, Song",2008,725,female,last
"RL, Viana",2003,726,female,first
"C, Grebogi",2003,726,female,other
"SEDS, Pinto",2003,726,female,other
"SR, Lopes",2003,726,female,other
"AM, Batista",2003,726,female,other
"J, Kurths",2003,726,male,last
"Sudhanshu, Aggarwal",2021,727,female,first
"William, Barylo",2017,728,female,first
"Manuel, Malheiro",2021,729,female,first
"Edson, Otoniel",2021,729,male,other
"Jaziel G, Coelho",2021,729,unknown,last
"C, Hawes",2006,730,unknown,first
"C, Reed",2006,730,female,last
"Z B, Xu",2006,731,male,first
"L F, Feng",2006,731,male,other
"G H, Hu",2006,731,unknown,other
"X B, Song",2006,731,female,other
"X M, Zhang",2006,731,female,other
"G Z, Li",2006,731,male,other
"X P, Gu",2006,731,female,other
"B G, Li",2006,731,male,last
"M, Lyons",2005,732,female,first
"Konstantin I, Momot",2006,733,female,first
"Philip W, Kuchel",2006,733,female,last
"Pragya, Shukla",2007,734,male,first
"Ping, Liu",2015,735,male,first
"Y, Akamine",2005,736,unknown,first
"S, Endo",2005,736,female,other
"K, Yamada",2005,736,female,last
"Takashi, Nishikawa",2017,737,male,first
"Adilson E, Motter",2017,737,female,other
"Jie, Sun",2017,737,female,last
"Alberto, Aleta",2019,738,female,first
"Yamir, Moreno",2019,738,female,last
"Pedro J, Zufiria",2014,739,female,first
"Luis, Ubeda Medina",2014,739,unknown,other
"Carlos, Herrera Yaguee",2014,739,male,other
"Iker, Barriales Valbuena",2014,739,female,last
"Antonio, Isalgue",2007,740,male,first
"Helena, Coch",2007,740,unknown,other
"Rafael, Serra",2007,740,female,last
"Dante R, Chialvo",2008,741,male,first
"Davide, Di Ruscio",2014,742,female,first
"Patrizio, Pelliccione",2014,742,male,last
"Alexis, Cartwright Taylor",2014,743,female,first
"Filippos, Vallianatos",2014,743,female,other
"Peter, Sammonds",2014,743,female,last
"Vasileios, Basios",2011,744,female,first
"Donal, Mac Kernan",2011,744,male,last
"Koray, Ciftci",2019,745,female,first
"Burgert, Senekal",2013,746,female,first
"Dorin, Vaideanu",2020,747,unknown,first
"Maria Alexandra, Paun",2020,747,female,other
"Maricel, Agop",2020,747,female,other
"Vladimir Alexandru, Paun",2020,747,unknown,other
"Tudor Cristian, Petrescu",2020,747,male,other
"Constantin, Placinta",2020,747,unknown,other
"Decebal, Vasincu",2020,747,unknown,last
"KJ, Vicente",1996,748,unknown,first
"Md Shahnoor, Amin",2018,749,female,first
"Timothy, Blackburn",2018,749,male,other
"Andreas, Garstenauer",2018,749,male,last
"Jakob, Runge",2015,750,female,first
"Michael E, Cholette",2012,751,male,first
"Dragan, Djurdjanovic",2012,751,female,other
"Jianbo, Liu",2012,751,male,other
"Kenneth A, Marko",2012,751,unknown,last
"Marcel, Joly",2017,752,female,first
"Patricia H C, Rondo",2017,752,male,last
"HH, DEUBLER",1994,753,female,first
"M, KOESTLER",1994,753,female,last
"F, Vazza",2020,754,male,first
"A, Feletti",2020,754,female,last
"Cuimei, Jiang",2015,755,male,first
"Shutang, Liu",2015,755,female,other
"Da, Wang",2015,755,female,last
"Joseph T, Lizier",2018,756,male,first
"Michael S, Harre",2018,756,female,other
"Conor, Finn",2018,756,unknown,other
"Melanie, Mitchell",2018,756,female,other
"Simon, DeDeo",2018,756,male,other
"Kristian, Lindgren",2018,756,female,other
"Amanda L, Lizier",2018,756,female,other
"Hiroki, Sayama",2018,756,male,last
"AA, CHERNYAK",1991,757,female,first
"Adriano, Barra",2008,758,male,first
"E I, Sukach",2011,759,female,first
"Federico, Battiston",2021,760,female,first
"Tiago P, Peixoto",2021,760,male,other
"Enrico, Amico",2021,760,female,other
"Alain, Barrat",2021,760,female,other
"Ginestra, Bianconi",2021,760,male,other
"Vito, Latora",2021,760,female,other
"Guilherme, Ferraz de Arruda",2021,760,male,other
"Yamir, Moreno",2021,760,male,other
"Giovanni, Petri",2021,760,female,other
"Benedetta, Franceschiello",2021,760,male,other
"Micah M, Murray",2021,760,female,other
"Sonia, Kefi",2021,760,female,other
"Francesco, Vaccarino",2021,760,male,last
"N, Bellomo",2004,761,female,first
"Longbing, Cao",2008,762,male,first
"Mihaela Viviana, Ivan",2017,763,female,first
"Andrei, Zala",2017,763,female,other
"Andrei, Agop",2017,763,male,other
"Ion, Palamaciuc",2017,763,female,other
"Elena, Puiu",2017,763,female,other
"Dorin, Vaideanu",2017,763,male,other
"Dragos, Teodor Iancu",2017,763,female,other
"Radu, Crisan Dabija",2017,763,male,last
"Virgil, Percec",2020,764,male,first
"E, Chacon",2001,765,female,first
"G, De Sarrazin",2001,765,male,other
"Y, Khodr",2001,765,male,last
"Marc, Barthelemy",2019,766,female,first
"L, Parrott",2002,767,male,first
"Dylan S, Davis",2020,768,female,first
"Jutta, Rogal",2021,769,female,first
"AL, KOVACS",1991,770,male,first
"Richard K, Darst",2016,771,female,first
"Jari, Saramaki",2016,771,male,other
"Santo, Fortunato",2016,771,female,other
"Clara, Granell",2016,771,female,other
"Alex, Arenas",2016,771,male,other
"Sergio, Gomez",2016,771,female,last
"Ana Teixeira, de Melo",2020,772,female,first
"Leo Simon Dominic, Caves",2020,772,male,other
"Anna, Dewitt",2020,772,female,other
"Evie, Clutton",2020,772,male,other
"Rory, Macpherson",2020,772,male,other
"Philip, Garnett",2020,772,female,last
"Sergio, Gomez",2013,773,male,first
"Clara, Granell",2013,773,male,other
"Alex, Arenas",2013,773,female,other
"Alberto, Fernandez",2013,773,male,last
"E, Ramat",2003,774,female,first
"P, Preux",2003,774,female,last
"Wu Zhenya, Wu Zhenya",2019,775,male,first
"Hao Jianping, Hao Jianping",2019,775,female,last
"Stian, Ruud",2014,776,male,first
"Roger, Skjetne",2014,776,female,last
"V, Vesely",1998,777,female,first
"Z, Kralova",1998,777,male,other
"L, Harsanyi",1998,777,female,other
"KS, Hindi",1998,777,female,last
"Peng, Lin",2010,778,male,first
"Yingmin, Jia",2010,778,female,last
"Nicola, Zamboni",2011,779,male,first
"Antoinette, Tordesillas",2013,780,male,first
"David M, Walker",2013,780,female,other
"Edward, Ando",2013,780,male,other
"Gioacchino, Viggiani",2013,780,male,last
"K L, Ngai",2010,781,female,first
"S, Capaccioli",2010,781,male,other
"M Shahin, Thayyil",2010,781,female,other
"N, Shinyashiki",2010,781,female,last
"PP, Wang",2000,782,male,first
"Christopher C, Bernido",2012,783,female,first
"M Victoria, Carpio Bernido",2012,783,male,last
"Gloria, Pumpuni Lenss",2017,784,female,first
"Timothy, Blackburn",2017,784,female,other
"Andreas, Garstenauer",2017,784,male,last
"Jianbo, Gao",2021,785,female,first
"Bo, Xu",2021,785,female,last
"Yalcin, Tuncer",2008,786,male,first
"Murat M, Tanik",2008,786,female,other
"David B, Allison",2008,786,male,last
"Kazuko, Yamasaki",2006,787,male,first
"Kaushik, Matia",2006,787,female,other
"Sergey V, Buldyrev",2006,787,male,other
"Dongfeng, Fu",2006,787,male,other
"Fabio, Pammolli",2006,787,female,other
"Massimo, Riccaboni",2006,787,male,other
"H Eugene, Stanley",2006,787,female,last
"David F, Batten",2009,788,female,first
"Yuumi, Kawachi",2006,789,male,first
"Shinichiro, Yoshii",2006,789,female,last
"Carlos, Velarde",2018,790,male,first
"Alberto, Robledo",2018,790,female,last
"H, Szczerbicka",1998,791,female,first
"M, Becker",1998,791,male,other
"M, Syrjakow",1998,791,female,last
"VE, Johnson",2005,792,female,first
"A, Moosman",2005,792,male,other
"P, Cotter",2005,792,female,last
"Gregory, Leibon",2008,793,male,first
"Scott, Pauls",2008,793,male,other
"Daniel, Rockmore",2008,793,female,other
"Robert, Savell",2008,793,male,last
"Oliver, Baumann",2013,794,male,first
"Nicolaj, Siggelkow",2013,794,female,last
"Victor M, Eguiluz",2011,795,male,first
"Toni, Perez",2011,795,female,other
"Javier, Borge Holthoefer",2011,795,female,other
"Alex, Arenas",2011,795,male,last
"Andrea, Roli",2017,796,female,first
"Marco, Villani",2017,796,male,other
"Riccardo, Caprari",2017,796,female,other
"Roberto, Serra",2017,796,female,last
"Zhifu, Huang",2014,797,male,first
"Congjie, Ou",2014,797,female,other
"Bihong, Lin",2014,797,female,other
"Guozhen, Su",2014,797,male,other
"Jincan, Chen",2014,797,female,last
"WB, ROUSE",1992,798,male,first
"JA, CANNONBOWERS",1992,798,male,other
"E, SALAS",1992,798,female,last
"Tadeja Jere, Lazanski",2006,799,male,first
"Miroljub, Kljajic",2006,799,male,last
"Rodrigo, Paz Ybarnegaray",2017,800,female,first
"Boru, Douthwaite",2017,800,male,last
"MJ, ADAMS",1995,801,female,first
"YJ, TENNEY",1995,801,female,other
"RW, PEW",1995,801,male,last
"J, Kluver",2005,802,female,first
"C, Stoica",2005,802,male,last
"DD, Sijak",2005,803,female,first
"AI, Zecevic",2005,803,female,last
"C, DiNapoli",1996,804,male,first
"M, Giordano",1996,804,female,other
"MM, Furnari",1996,804,female,other
"R, Napolitano",1996,804,male,last
"HE, Stanley",2000,805,female,first
"LAN, Amaral",2000,805,male,other
"P, Gopikrishnan",2000,805,male,other
"PC, Ivanov",2000,805,female,other
"TH, Keitt",2000,805,male,other
"V, Plerou",2000,805,male,last
"L, Nybell",2001,806,female,first
"L M, Lukyanova",2007,807,male,first
"V S G, Martins",2016,808,female,first
"A C, Rodrigues",2016,808,female,other
"B S, Machado",2016,808,male,other
"H A, Cerdeira",2016,808,female,last
"HG, Natke",1996,809,male,first
"C, Cempel",1996,809,female,last
"Paul M, Leonardi",2016,810,female,first
"Diane E, Bailey",2016,810,male,other
"Eduardo H, Diniz",2016,810,female,other
"Dan, Sholler",2016,810,female,other
"Bonnie, Nardi",2016,810,male,last
"Diego, Pennacchioli",2014,811,female,first
"Salvatore, Rinzivillo",2014,811,male,other
"Fosca, Giannotti",2014,811,male,other
"Dino, Pedreschi",2014,811,female,other
"Michele, Coscia",2014,811,male,last
"JM, Flaus",2003,812,male,first
"L, Thevenon",2003,812,female,last
"Paolo, Paradisi",2015,813,male,first
"Paolo, Allegrini",2015,813,female,last
"Michael J, Jacobson",2016,814,female,first
"Peter, Reimann",2016,814,male,other
"Manu, Kapur",2016,814,female,last
"James S, Baldwin",2010,815,male,first
"Keith, Ridgway",2010,815,female,other
"Peter M, Allen",2010,815,female,last
"Jeffrey, Johnson",2010,816,male,first
"Luca, Fraccascia",2018,817,female,first
"Ilaria, Giannoccaro",2018,817,female,other
"Vito, Albino",2018,817,male,last
"Yueying, Zhu",2017,818,female,first
"Qiuping Alexandre, Wang",2017,818,male,other
"Wei, Li",2017,818,male,other
"Xu, Cai",2017,818,female,last
"Turgut, Bastug",2007,819,male,first
"Serdar, Kuyucak",2007,819,male,last
"Robert A, Montgomery",2019,820,female,first
"Remington J, Moll",2019,820,male,other
"Elise, Say Sallaz",2019,820,female,other
"Marion, Valeix",2019,820,female,other
"Laura R, Prugh",2019,820,male,last
"CE, Hmelo",2000,821,female,first
"DL, Holton",2000,821,male,other
"JL, Kolodner",2000,821,female,last
"Li Hai long, Li Hai long",2015,822,female,first
"Xi Jian xiang, Xi Jian xiang",2015,822,male,other
"Li Hui, Li Hui",2015,822,female,other
"Cao Yao qing, Cao Yao qing",2015,822,female,last
"D, Li",2005,823,male,first
"XL, Sun",2005,823,female,other
"K, McKinnon",2005,823,male,last
"Maria, Prandini",2010,824,male,first
"John, Lygeros",2010,824,female,last
"Pier Luigi, Gentili",2019,825,male,first
"D T, Hristopulos",2020,826,male,first
"B, Spagnolo",2020,826,female,other
"D, Valenti",2020,826,male,last
"A, Garas",2009,827,female,first
"P, Argyrakis",2009,827,female,last
"A, Benfenati",2013,828,male,first
"V, Coscia",2013,828,female,last
"Rabia, Korkmaz Tan",2020,829,male,first
"Sebnem, Bora",2020,829,female,last
"Nikolaos, Kalogeropoulos",2017,830,female,first
"R, GUNTHER",1994,831,male,first
"B, SCHAPIRO",1994,831,female,other
"P, WAGNER",1994,831,female,last
"Xiao Jun, Yang",2016,832,male,first
"Zhi Zhen, Zhang",2016,832,female,other
"J A Tenreiro, Machado",2016,832,male,other
"Dumitru, Baleanu",2016,832,male,last
"M L, Mouronte",2009,833,female,first
"V, Feliu",2009,833,male,other
"R, van Wijngaarden",2009,833,male,other
"L G, Moyano",2009,833,female,other
"R M, Benito",2009,833,male,other
"J P, Cardenas",2009,833,female,other
"A, Santiago",2009,833,female,last
"Matthew A, Widmer",2018,834,male,first
"R Chad, Swanson",2018,834,female,other
"Brian J, Zink",2018,834,male,other
"Jesse M, Pines",2018,834,female,last
"Piergiulio, Tempesta",2020,835,female,first
"HP, BREUER",1995,836,male,first
"F, PETRUCCIONE",1995,836,female,last
"Hamish, Simmonds",2018,837,female,first
"Aaron, Gazley",2018,837,male,other
"Kate, Daellenbach",2018,837,female,last
"Wei, Xu",2007,838,male,first
"Changchang, Che",2019,839,male,first
"Huawei, Wang",2019,839,female,other
"Xiaomei, Ni",2019,839,male,last
"R, Bagrodia",1998,840,male,first
"R, Meyer",1998,840,female,other
"M, Takai",1998,840,male,other
"YA, Chen",1998,840,female,other
"XA, Zeng",1998,840,female,other
"J, Martin",1998,840,male,other
"HY, Song",1998,840,female,last
"Sylvia, Walby",2021,841,male,first
"HB, Wang",2001,842,female,first
"M, Thoss",2001,842,female,other
"WH, Miller",2001,842,male,last
"Ling, Zhang",2007,843,female,first
"Ying, Bai",2007,843,female,other
"Zhiguo, Shang",2007,843,male,other
"Yanke, Zhang",2007,843,female,other
